_MEMBER_MyList,_LogP_MyList,GO,Description,_PATTERN_,_RANK_,GiniIndex
1,-2.7,GO:0045123,cellular extravasation,M1,1,0
1,-2.6,GO:0014855,striated muscle cell proliferation,M1,1,0
1,-2.1,GO:0034470,ncRNA processing,M1,1,0
1,-5.4,GO:0007623,circadian rhythm,M1,1,0
1,-2.4,ko05142,Chagas disease (American trypanosomiasis),M1,1,0
1,-2.2,GO:0038094,Fc-gamma receptor signaling pathway,M1,1,0
1,-2.7,GO:0050727,regulation of inflammatory response,M1,1,0
1,-3.2,GO:1903201,regulation of oxidative stress-induced cell death,M1,1,0
1,-2.7,GO:0045670,regulation of osteoclast differentiation,M1,1,0
1,-3.4,GO:0061919,process utilizing autophagic mechanism,M1,1,0
1,-3.3,GO:0048514,blood vessel morphogenesis,M1,1,0
1,-2.8,GO:0000302,response to reactive oxygen species,M1,1,0
1,-2.3,GO:0043122,regulation of I-kappaB kinase/NF-kappaB signaling,M1,1,0
1,-2.9,GO:0003151,outflow tract morphogenesis,M1,1,0
1,-2.4,GO:0006612,protein targeting to membrane,M1,1,0
1,-2,GO:0060976,coronary vasculature development,M1,1,0
1,-2.6,GO:0044539,long-chain fatty acid import into cell,M1,1,0
1,-2.3,GO:0009611,response to wounding,M1,1,0
1,-3,GO:0045630,positive regulation of T-helper 2 cell differentiation,M1,1,0
1,-3.2,GO:0030879,mammary gland development,M1,1,0
1,-3.1,GO:0120039,plasma membrane bounded cell projection morphogenesis,M1,1,0
1,-5.4,GO:0048589,developmental growth,M1,1,0
1,-2.9,mmu03060,Protein export,M1,1,0
1,-4.8,GO:0042254,ribosome biogenesis,M1,1,0
1,-7,GO:0043154,negative regulation of cysteine-type endopeptidase activity involved in apoptotic process,M1,1,0
1,-2.7,GO:1904796,regulation of core promoter binding,M1,1,0
1,-2.4,WP387,IL-6 signaling Pathway,M1,1,0
1,-2.4,GO:0033108,mitochondrial respiratory chain complex assembly,M1,1,0
1,-2.1,GO:1902893,regulation of pri-miRNA transcription by RNA polymerase II,M1,1,0
1,-2.5,GO:0150117,positive regulation of cell-substrate junction organization,M1,1,0
1,-2.9,GO:0002218,activation of innate immune response,M1,1,0
1,-3.6,GO:0072599,establishment of protein localization to endoplasmic reticulum,M1,1,0
1,-4.2,R-MMU-8957322,Metabolism of steroids,M1,1,0
1,-2.1,GO:0006337,nucleosome disassembly,M1,1,0
1,-2,ko05169,Epstein-Barr virus infection,M1,1,0
1,-5.2,GO:0104004,cellular response to environmental stimulus,M1,1,0
1,-2.9,GO:1903513,endoplasmic reticulum to cytosol transport,M1,1,0
1,-2.1,GO:0010833,telomere maintenance via telomere lengthening,M1,1,0
1,-2.5,GO:0032720,negative regulation of tumor necrosis factor production,M1,1,0
1,-2,GO:0002052,positive regulation of neuroblast proliferation,M1,1,0
1,-2.3,GO:0070417,cellular response to cold,M1,1,0
1,-2.9,GO:0048639,positive regulation of developmental growth,M1,1,0
1,-2.2,GO:0010594,regulation of endothelial cell migration,M1,1,0
1,-6.2,GO:0034248,regulation of cellular amide metabolic process,M1,1,0
1,-3.6,GO:0010660,regulation of muscle cell apoptotic process,M1,1,0
1,-8.2,GO:2000377,regulation of reactive oxygen species metabolic process,M1,1,0
1,-2,R-MMU-69236,G1 Phase,M1,1,0
1,-2.4,GO:0090087,regulation of peptide transport,M1,1,0
1,-2.2,R-MMU-72187,mRNA 3'-end processing,M1,1,0
1,-6.3,GO:1903311,regulation of mRNA metabolic process,M1,1,0
1,-2.9,GO:0051272,positive regulation of cellular component movement,M1,1,0
1,-2.2,mmu04662,B cell receptor signaling pathway,M1,1,0
1,-2.5,GO:0043484,regulation of RNA splicing,M1,1,0
1,-2.4,GO:0002693,positive regulation of cellular extravasation,M1,1,0
1,-5,GO:1902373,negative regulation of mRNA catabolic process,M1,1,0
1,-4.8,GO:2000278,regulation of DNA biosynthetic process,M1,1,0
1,-3.6,WP2084,SREBF and miR33 in cholesterol and lipid homeostasis,M1,1,0
1,-2.1,GO:0008285,negative regulation of cell population proliferation,M1,1,0
1,-2.1,GO:0051348,negative regulation of transferase activity,M1,1,0
1,-2.6,GO:0009060,aerobic respiration,M1,1,0
1,-2.4,GO:0010466,negative regulation of peptidase activity,M1,1,0
1,-8.5,ko05010,Alzheimer's disease,M1,1,0
1,-2.4,GO:0031396,regulation of protein ubiquitination,M1,1,0
1,-2.3,GO:0032731,positive regulation of interleukin-1 beta production,M1,1,0
1,-3.1,GO:0006364,rRNA processing,M1,1,0
1,-2.7,GO:0008286,insulin receptor signaling pathway,M1,1,0
1,-2.7,R-MMU-844456,The NLRP3 inflammasome,M1,1,0
1,-2.2,GO:0030866,cortical actin cytoskeleton organization,M1,1,0
1,-4.8,GO:0034644,cellular response to UV,M1,1,0
1,-2.5,GO:0009267,cellular response to starvation,M1,1,0
1,-2.2,GO:0019221,cytokine-mediated signaling pathway,M1,1,0
1,-3.5,GO:0018105,peptidyl-serine phosphorylation,M1,1,0
1,-2.8,GO:0030514,negative regulation of BMP signaling pathway,M1,1,0
1,-4.1,GO:0043489,RNA stabilization,M1,1,0
1,-2.2,R-MMU-8939211,ESR-mediated signaling,M1,1,0
1,-5.3,GO:0060560,developmental growth involved in morphogenesis,M1,1,0
1,-2.3,GO:0000422,autophagy of mitochondrion,M1,1,0
1,-2.1,GO:0034620,cellular response to unfolded protein,M1,1,0
1,-2.4,R-MMU-2173793,Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer,M1,1,0
1,-4.3,GO:0044283,small molecule biosynthetic process,M1,1,0
1,-2.4,GO:1903051,negative regulation of proteolysis involved in cellular protein catabolic process,M1,1,0
1,-3.9,mmu04550,Signaling pathways regulating pluripotency of stem cells,M1,1,0
1,-2.1,GO:0060325,face morphogenesis,M1,1,0
1,-5,GO:0001819,positive regulation of cytokine production,M1,1,0
1,-3.3,GO:1904646,cellular response to amyloid-beta,M1,1,0
1,-4.2,GO:1903828,negative regulation of cellular protein localization,M1,1,0
1,-5.2,GO:0051098,regulation of binding,M1,1,0
1,-2.1,ko04612,Antigen processing and presentation,M1,1,0
1,-5,GO:0043618,regulation of transcription from RNA polymerase II promoter in response to stress,M1,1,0
1,-3.9,GO:0006809,nitric oxide biosynthetic process,M1,1,0
1,-4,GO:0010657,muscle cell apoptotic process,M1,1,0
1,-2.8,GO:0032990,cell part morphogenesis,M1,1,0
1,-2.9,GO:0019081,viral translation,M1,1,0
1,-2.2,ko04662,B cell receptor signaling pathway,M1,1,0
1,-2.8,GO:0006998,nuclear envelope organization,M1,1,0
1,-4,R-MMU-166520,Signaling by NTRKs,M1,1,0
1,-2.2,mmu04062,Chemokine signaling pathway,M1,1,0
1,-4.4,GO:0071826,ribonucleoprotein complex subunit organization,M1,1,0
1,-3.5,GO:2000378,negative regulation of reactive oxygen species metabolic process,M1,1,0
1,-3,GO:0044403,biological process involved in symbiotic interaction,M1,1,0
1,-4.7,GO:0051347,positive regulation of transferase activity,M1,1,0
1,-2.7,ko04668,TNF signaling pathway,M1,1,0
1,-2.1,GO:0009991,response to extracellular stimulus,M1,1,0
1,-6.6,GO:1902653,secondary alcohol biosynthetic process,M1,1,0
1,-2.3,GO:0010573,vascular endothelial growth factor production,M1,1,0
1,-29,R-MMU-72689,Formation of a pool of free 40S subunits,M1,1,0
1,-2.1,GO:0010575,positive regulation of vascular endothelial growth factor production,M1,1,0
1,-4.8,GO:0001837,epithelial to mesenchymal transition,M1,1,0
1,-3.7,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,M1,1,0
1,-2.8,CORUM:3029,Drosha complex,M1,1,0
1,-2.2,R-MMU-202733,Cell surface interactions at the vascular wall,M1,1,0
1,-6.5,GO:2000117,negative regulation of cysteine-type endopeptidase activity,M1,1,0
1,-20,R-MMU-72312,rRNA processing,M1,1,0
1,-3.9,R-MMU-187037,Signaling by NTRK1 (TRKA),M1,1,0
1,-3.7,GO:1903039,positive regulation of leukocyte cell-cell adhesion,M1,1,0
1,-3.6,GO:0002573,myeloid leukocyte differentiation,M1,1,0
1,-3.1,GO:1902882,regulation of response to oxidative stress,M1,1,0
1,-2.2,GO:0002088,lens development in camera-type eye,M1,1,0
1,-6.8,GO:0022613,ribonucleoprotein complex biogenesis,M1,1,0
1,-2.7,GO:0046890,regulation of lipid biosynthetic process,M1,1,0
1,-2.8,GO:0006397,mRNA processing,M1,1,0
1,-3.5,GO:0032527,protein exit from endoplasmic reticulum,M1,1,0
1,-2.6,GO:0007044,cell-substrate junction assembly,M1,1,0
1,-2.3,GO:0048312,intracellular distribution of mitochondria,M1,1,0
1,-2.1,GO:0042306,regulation of protein import into nucleus,M1,1,0
1,-6.1,mmu04657,IL-17 signaling pathway,M1,1,0
1,-3,GO:0035303,regulation of dephosphorylation,M1,1,0
1,-2.7,GO:0003158,endothelium development,M1,1,0
1,-2.5,GO:1903556,negative regulation of tumor necrosis factor superfamily cytokine production,M1,1,0
1,-3,GO:0043502,regulation of muscle adaptation,M1,1,0
1,-3.2,GO:0030316,osteoclast differentiation,M1,1,0
1,-3.7,GO:0010498,proteasomal protein catabolic process,M1,1,0
1,-3.1,GO:0016570,histone modification,M1,1,0
1,-2.6,GO:0006278,RNA-dependent DNA biosynthetic process,M1,1,0
1,-4.6,GO:0051101,regulation of DNA binding,M1,1,0
1,-2.9,GO:0050865,regulation of cell activation,M1,1,0
1,-2.7,ko05164,Influenza A,M1,1,0
1,-2.2,GO:0009144,purine nucleoside triphosphate metabolic process,M1,1,0
1,-2.5,GO:0071222,cellular response to lipopolysaccharide,M1,1,0
1,-3,GO:0014070,response to organic cyclic compound,M1,1,0
1,-2.6,mmu04621,NOD-like receptor signaling pathway,M1,1,0
1,-2.8,GO:0051051,negative regulation of transport,M1,1,0
1,-2,GO:0030038,contractile actin filament bundle assembly,M1,1,0
1,-2.9,GO:0061572,actin filament bundle organization,M1,1,0
1,-2,R-MMU-195253,Degradation of beta-catenin by the destruction complex,M1,1,0
1,-2,GO:0006925,inflammatory cell apoptotic process,M1,1,0
1,-2.5,GO:1904029,regulation of cyclin-dependent protein kinase activity,M1,1,0
1,-2.1,mmu04612,Antigen processing and presentation,M1,1,0
1,-4,GO:1903362,regulation of cellular protein catabolic process,M1,1,0
1,-2.3,GO:0044262,cellular carbohydrate metabolic process,M1,1,0
1,-2.6,GO:0070486,leukocyte aggregation,M1,1,0
1,-2.1,GO:0071346,cellular response to interferon-gamma,M1,1,0
1,-8.2,GO:0043281,regulation of cysteine-type endopeptidase activity involved in apoptotic process,M1,1,0
1,-3.4,GO:0045599,negative regulation of fat cell differentiation,M1,1,0
1,-2.1,GO:0010906,regulation of glucose metabolic process,M1,1,0
1,-2.9,GO:1990542,mitochondrial transmembrane transport,M1,1,0
1,-2.8,GO:0034390,smooth muscle cell apoptotic process,M1,1,0
1,-2.9,GO:0008380,RNA splicing,M1,1,0
1,-2.6,GO:0050863,regulation of T cell activation,M1,1,0
1,-2.2,GO:1903707,negative regulation of hemopoiesis,M1,1,0
1,-2.7,GO:0001818,negative regulation of cytokine production,M1,1,0
1,-3,GO:0045444,fat cell differentiation,M1,1,0
1,-3.6,GO:0075522,IRES-dependent viral translational initiation,M1,1,0
1,-2.4,GO:2000192,negative regulation of fatty acid transport,M1,1,0
1,-2.2,GO:0035510,DNA dealkylation,M1,1,0
1,-2,GO:0007229,integrin-mediated signaling pathway,M1,1,0
1,-3,GO:0010975,regulation of neuron projection development,M1,1,0
1,-4.2,ko04151,PI3K-Akt signaling pathway,M1,1,0
1,-5.2,GO:0016071,mRNA metabolic process,M1,1,0
1,-6,GO:0006402,mRNA catabolic process,M1,1,0
1,-2.2,GO:0046916,cellular transition metal ion homeostasis,M1,1,0
1,-2.3,CORUM:381,"Respiratory chain complex I, mitochondrial",M1,1,0
1,-2.8,GO:0009948,anterior/posterior axis specification,M1,1,0
1,-3,GO:0036293,response to decreased oxygen levels,M1,1,0
1,-5.5,GO:0051402,neuron apoptotic process,M1,1,0
1,-2.4,GO:0032682,negative regulation of chemokine production,M1,1,0
1,-2.5,mmu05168,Herpes simplex infection,M1,1,0
1,-2.5,R-MMU-3000480,Scavenging by Class A Receptors,M1,1,0
1,-4.5,GO:0010922,positive regulation of phosphatase activity,M1,1,0
1,-2.4,ko04659,Th17 cell differentiation,M1,1,0
1,-2.9,ko04630,Jak-STAT signaling pathway,M1,1,0
1,-2.9,GO:0036503,ERAD pathway,M1,1,0
1,-2.3,GO:1903025,regulation of RNA polymerase II regulatory region sequence-specific DNA binding,M1,1,0
1,-2.2,R-MMU-201681,TCF dependent signaling in response to WNT,M1,1,0
1,-4.2,GO:0008203,cholesterol metabolic process,M1,1,0
1,-5.9,GO:0006511,ubiquitin-dependent protein catabolic process,M1,1,0
1,-5.8,GO:0007159,leukocyte cell-cell adhesion,M1,1,0
1,-2.4,GO:0070374,positive regulation of ERK1 and ERK2 cascade,M1,1,0
1,-2.1,GO:1901222,regulation of NIK/NF-kappaB signaling,M1,1,0
1,-2.2,GO:0042273,ribosomal large subunit biogenesis,M1,1,0
1,-2.8,GO:0010611,regulation of cardiac muscle hypertrophy,M1,1,0
1,-2.5,GO:0051897,positive regulation of protein kinase B signaling,M1,1,0
1,-2.9,GO:0016049,cell growth,M1,1,0
1,-4.4,GO:0043410,positive regulation of MAPK cascade,M1,1,0
1,-3.7,GO:0065002,intracellular protein transmembrane transport,M1,1,0
1,-3.2,GO:0106106,cold-induced thermogenesis,M1,1,0
1,-3.6,GO:0001933,negative regulation of protein phosphorylation,M1,1,0
1,-2.2,GO:0006606,protein import into nucleus,M1,1,0
1,-5.9,GO:0052548,regulation of endopeptidase activity,M1,1,0
1,-10,WP103,Cholesterol Biosynthesis,M1,1,0
1,-4.4,GO:0071496,cellular response to external stimulus,M1,1,0
1,-3,GO:1903050,regulation of proteolysis involved in cellular protein catabolic process,M1,1,0
1,-3.4,WP493,MAPK signaling pathway,M1,1,0
1,-2.2,GO:0010866,regulation of triglyceride biosynthetic process,M1,1,0
1,-11,ko04932,Non-alcoholic fatty liver disease (NAFLD),M1,1,0
1,-3.1,GO:0045446,endothelial cell differentiation,M1,1,0
1,-4.3,GO:0046034,ATP metabolic process,M1,1,0
1,-3.6,mmu05164,Influenza A,M1,1,0
1,-5.2,GO:0045667,regulation of osteoblast differentiation,M1,1,0
1,-3.8,GO:1902652,secondary alcohol metabolic process,M1,1,0
1,-2.7,GO:0002246,wound healing involved in inflammatory response,M1,1,0
1,-2.6,GO:0060537,muscle tissue development,M1,1,0
1,-2.2,GO:0042307,positive regulation of protein import into nucleus,M1,1,0
1,-2.1,GO:0045773,positive regulation of axon extension,M1,1,0
1,-2,GO:0038061,NIK/NF-kappaB signaling,M1,1,0
1,-5.6,GO:0043065,positive regulation of apoptotic process,M1,1,0
1,-2.5,GO:0048311,mitochondrion distribution,M1,1,0
1,-29,R-MMU-72613,Eukaryotic Translation Initiation,M1,1,0
1,-2.6,GO:0019217,regulation of fatty acid metabolic process,M1,1,0
1,-5.2,GO:0031400,negative regulation of protein modification process,M1,1,0
1,-3,GO:0046889,positive regulation of lipid biosynthetic process,M1,1,0
1,-2.5,GO:0034660,ncRNA metabolic process,M1,1,0
1,-2,GO:0045089,positive regulation of innate immune response,M1,1,0
1,-2,GO:0042771,intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,M1,1,0
1,-2,GO:0003018,vascular process in circulatory system,M1,1,0
1,-2.8,GO:0036294,cellular response to decreased oxygen levels,M1,1,0
1,-13,mmu04932,Non-alcoholic fatty liver disease (NAFLD),M1,1,0
1,-2.8,R-MMU-5621480,Dectin-2 family,M1,1,0
1,-2.4,GO:0046716,muscle cell cellular homeostasis,M1,1,0
1,-3.2,GO:0033138,positive regulation of peptidyl-serine phosphorylation,M1,1,0
1,-3,GO:0070371,ERK1 and ERK2 cascade,M1,1,0
1,-4.5,GO:0060212,negative regulation of nuclear-transcribed mRNA poly(A) tail shortening,M1,1,0
1,-2.9,GO:0002534,cytokine production involved in inflammatory response,M1,1,0
1,-2.1,GO:0032069,regulation of nuclease activity,M1,1,0
1,-8.9,ko04141,Protein processing in endoplasmic reticulum,M1,1,0
1,-3.2,R-MMU-5357801,Programmed Cell Death,M1,1,0
1,-2.7,GO:0061614,pri-miRNA transcription by RNA polymerase II,M1,1,0
1,-2.4,R-MMU-389359,CD28 dependent Vav1 pathway,M1,1,0
1,-2.2,GO:0002903,negative regulation of B cell apoptotic process,M1,1,0
1,-2.3,mmu05211,Renal cell carcinoma,M1,1,0
1,-2.9,GO:0033157,regulation of intracellular protein transport,M1,1,0
1,-2.4,GO:0032660,regulation of interleukin-17 production,M1,1,0
1,-3,GO:0018209,peptidyl-serine modification,M1,1,0
1,-3.1,GO:0001666,response to hypoxia,M1,1,0
1,-3.3,GO:0014896,muscle hypertrophy,M1,1,0
1,-2.9,GO:0051962,positive regulation of nervous system development,M1,1,0
1,-2.5,GO:0007249,I-kappaB kinase/NF-kappaB signaling,M1,1,0
1,-3.8,R-MMU-9006934,Signaling by Receptor Tyrosine Kinases,M1,1,0
1,-3.2,mmu00900,Terpenoid backbone biosynthesis,M1,1,0
1,-3,mmu05162,Measles,M1,1,0
1,-2.9,GO:0010952,positive regulation of peptidase activity,M1,1,0
1,-2,GO:0038083,peptidyl-tyrosine autophosphorylation,M1,1,0
1,-8.8,R-MMU-191273,Cholesterol biosynthesis,M1,1,0
1,-11,R-MMU-163200,"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.",M1,1,0
1,-2.1,GO:0045736,negative regulation of cyclin-dependent protein serine/threonine kinase activity,M1,1,0
1,-25,mmu03010,Ribosome,M1,1,0
1,-2.6,GO:0051223,regulation of protein transport,M1,1,0
1,-3.6,GO:0002262,myeloid cell homeostasis,M1,1,0
1,-3.9,GO:0010748,negative regulation of long-chain fatty acid import across plasma membrane,M1,1,0
1,-3,GO:0042776,mitochondrial ATP synthesis coupled proton transport,M1,1,0
1,-3.2,WP85,Focal Adhesion,M1,1,0
1,-2.2,R-MMU-9674555,Signaling by CSF3 (G-CSF),M1,1,0
1,-2.1,GO:1903531,negative regulation of secretion by cell,M1,1,0
1,-2.9,GO:0048872,homeostasis of number of cells,M1,1,0
1,-2,GO:0048667,cell morphogenesis involved in neuron differentiation,M1,1,0
1,-3.2,GO:0061323,cell proliferation involved in heart morphogenesis,M1,1,0
1,-3.6,GO:0030278,regulation of ossification,M1,1,0
1,-2.3,GO:0071219,cellular response to molecule of bacterial origin,M1,1,0
1,-3.7,R-MMU-449147,Signaling by Interleukins,M1,1,0
1,-3.4,GO:0016072,rRNA metabolic process,M1,1,0
1,-4.8,ko00100,Steroid biosynthesis,M1,1,0
1,-2.2,GO:0008361,regulation of cell size,M1,1,0
1,-4.7,GO:1902532,negative regulation of intracellular signal transduction,M1,1,0
1,-2.1,GO:0042752,regulation of circadian rhythm,M1,1,0
1,-4.4,GO:0048762,mesenchymal cell differentiation,M1,1,0
1,-5.1,mmu04260,Cardiac muscle contraction,M1,1,0
1,-3,GO:0007569,cell aging,M1,1,0
1,-2.8,mmu05200,Pathways in cancer,M1,1,0
1,-3.8,GO:1903827,regulation of cellular protein localization,M1,1,0
1,-3.2,mmu05169,Epstein-Barr virus infection,M1,1,0
1,-2.3,GO:0036475,neuron death in response to oxidative stress,M1,1,0
1,-3.5,GO:0071636,positive regulation of transforming growth factor beta production,M1,1,0
1,-4.9,GO:0006122,"mitochondrial electron transport, ubiquinol to cytochrome c",M1,1,0
1,-9.7,GO:0031329,regulation of cellular catabolic process,M1,1,0
1,-3.4,GO:0007568,aging,M1,1,0
1,-2.8,GO:0045668,negative regulation of osteoblast differentiation,M1,1,0
1,-3.1,R-MMU-73856,RNA Polymerase II Transcription Termination,M1,1,0
1,-7.3,GO:0031330,negative regulation of cellular catabolic process,M1,1,0
1,-3.7,GO:0071559,response to transforming growth factor beta,M1,1,0
1,-2.9,GO:0060644,mammary gland epithelial cell differentiation,M1,1,0
1,-3.3,GO:1905952,regulation of lipid localization,M1,1,0
1,-2.7,ko03013,RNA transport,M1,1,0
1,-2.6,GO:0070663,regulation of leukocyte proliferation,M1,1,0
1,-5.8,R-MMU-373755,Semaphorin interactions,M1,1,0
1,-4.9,GO:1902175,regulation of oxidative stress-induced intrinsic apoptotic signaling pathway,M1,1,0
1,-3.7,GO:0031346,positive regulation of cell projection organization,M1,1,0
1,-2.5,GO:0003307,regulation of Wnt signaling pathway involved in heart development,M1,1,0
1,-8.8,mmu04141,Protein processing in endoplasmic reticulum,M1,1,0
1,-2.3,GO:0002040,sprouting angiogenesis,M1,1,0
1,-2.4,GO:0010043,response to zinc ion,M1,1,0
1,-2.6,GO:0001569,branching involved in blood vessel morphogenesis,M1,1,0
1,-2.5,ko05168,Herpes simplex infection,M1,1,0
1,-6.2,GO:0051603,proteolysis involved in cellular protein catabolic process,M1,1,0
1,-3.6,GO:0051090,regulation of DNA-binding transcription factor activity,M1,1,0
1,-2.1,GO:0009798,axis specification,M1,1,0
1,-2.4,mmu04659,Th17 cell differentiation,M1,1,0
1,-2.2,GO:0048015,phosphatidylinositol-mediated signaling,M1,1,0
1,-3,GO:0036473,cell death in response to oxidative stress,M1,1,0
1,-2.8,GO:0035304,regulation of protein dephosphorylation,M1,1,0
1,-3.9,GO:0016125,sterol metabolic process,M1,1,0
1,-3.5,GO:0001704,formation of primary germ layer,M1,1,0
1,-2.5,GO:0062013,positive regulation of small molecule metabolic process,M1,1,0
1,-2.9,GO:0043542,endothelial cell migration,M1,1,0
1,-5,GO:0045785,positive regulation of cell adhesion,M1,1,0
1,-2,GO:0032620,interleukin-17 production,M1,1,0
1,-5.8,GO:0042176,regulation of protein catabolic process,M1,1,0
1,-14,mmu00190,Oxidative phosphorylation,M1,1,0
1,-3.2,GO:0033135,regulation of peptidyl-serine phosphorylation,M1,1,0
1,-3,R-MMU-901042,Calnexin/calreticulin cycle,M1,1,0
1,-3.8,GO:0009725,response to hormone,M1,1,0
1,-3.7,GO:0045862,positive regulation of proteolysis,M1,1,0
1,-3.1,GO:0090092,regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,M1,1,0
1,-2.6,GO:0007004,telomere maintenance via telomerase,M1,1,0
1,-2.6,GO:1903363,negative regulation of cellular protein catabolic process,M1,1,0
1,-3,WP512,Id Signaling Pathway,M1,1,0
1,-2.3,GO:0035296,regulation of tube diameter,M1,1,0
1,-2.2,GO:0050679,positive regulation of epithelial cell proliferation,M1,1,0
1,-3.1,GO:0019080,viral gene expression,M1,1,0
1,-3.7,GO:2001244,positive regulation of intrinsic apoptotic signaling pathway,M1,1,0
1,-2.6,GO:0032369,negative regulation of lipid transport,M1,1,0
1,-4.5,GO:1900180,regulation of protein localization to nucleus,M1,1,0
1,-2.6,WP2841,Focal Adhesion-PI3K-Akt-mTOR-signaling pathway,M1,1,0
1,-2.4,GO:0071901,negative regulation of protein serine/threonine kinase activity,M1,1,0
1,-2.4,GO:0045333,cellular respiration,M1,1,0
1,-2.9,GO:0051099,positive regulation of binding,M1,1,0
1,-3,GO:0022408,negative regulation of cell-cell adhesion,M1,1,0
1,-2.5,GO:0030856,regulation of epithelial cell differentiation,M1,1,0
1,-20,R-MMU-6791226,Major pathway of rRNA processing in the nucleolus and cytosol,M1,1,0
1,-2.8,R-MMU-512988,"Interleukin-3, Interleukin-5 and GM-CSF signaling",M1,1,0
1,-3.1,R-MMU-72203,Processing of Capped Intron-Containing Pre-mRNA,M1,1,0
1,-2.7,R-MMU-1169410,Antiviral mechanism by IFN-stimulated genes,M1,1,0
