Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
MyList,KEGG Pathway,24,ko05132,Salmonella infection,,-5.5,7.4,7.1,20638,78,322,9,2.8,0.92,11465|14281|15979|19353|56212|56443|74192|76709|242687,Actg1|Fos|Ifngr1|Rac1|Rhog|Arpc1a|Arpc5l|Arpc2|Wasf2,-3.4
MyList,Reactome Gene Sets,6,R-MMU-199991,Membrane Trafficking,,-5.4,2.9,5.5,20638,534,322,24,7.5,1.5,11465|11555|12345|12492|13854|14569|19326|22151|56443|59288|66147|66700|67443|68137|68942|69178|69654|76308|76709|76959|108012|216869|245828|271457,Actg1|Adrb2|Capzb|Scarb2|Epn1|Gdi2|Rab11b|Tubb2a|Arpc1a|Dctn5|Necap2|Chmp3|Map1lc3b|Kdelr1|Chmp2b|Snx5|Dctn2|Rab1b|Arpc2|Chmp5|Ap1s2|Arrb2|Trappc1|Rab5a,-3.4
MyList,KEGG Pathway,24,ko04142,Lysosome,,-5.4,5.7,6.6,20638,124,322,11,3.4,1,11433|12492|15212|17159|17939|19025|19063|19141|71665|108012|110006,Acp5|Scarb2|Hexb|Man2b1|Naga|Ctsa|Ppt1|Lgmn|Fuca1|Ap1s2|Gusb,-3.4
MyList,KEGG Pathway,24,mmu04142,Lysosome,,-5.4,5.6,6.6,20638,125,322,11,3.4,1,11433|12492|15212|17159|17939|19025|19063|19141|71665|108012|110006,Acp5|Scarb2|Hexb|Man2b1|Naga|Ctsa|Ppt1|Lgmn|Fuca1|Ap1s2|Gusb,-3.4
MyList,KEGG Pathway,24,mmu05100,Bacterial invasion of epithelial cells,,-5.4,7.2,7,20638,80,322,9,2.8,0.92,11465|11848|16202|19353|56212|56443|74192|76709|242687,Actg1|Rhoa|Ilk|Rac1|Rhog|Arpc1a|Arpc5l|Arpc2|Wasf2,-3.4
MyList,KEGG Pathway,24,mmu05132,Salmonella infection,,-5.3,7.1,6.9,20638,81,322,9,2.8,0.92,11465|14281|15979|19353|56212|56443|74192|76709|242687,Actg1|Fos|Ifngr1|Rac1|Rhog|Arpc1a|Arpc5l|Arpc2|Wasf2,-3.3
MyList,Reactome Gene Sets,6,R-MMU-9609507,Protein localization,,-5.3,6.2,6.7,20638,103,322,10,3.1,0.97,12359|15488|16922|20524|23986|26897|51798|52551|113868|171210,Cat|Hsd17b4|Phyh|Slc25a17|Eci2|Acot1|Ech1|Sgta|Acaa1a|Acot2,-3.3
MyList,GO Biological Processes,19,GO:0031334,positive regulation of protein-containing complex assembly,,-5.2,4,5.9,20638,239,322,15,4.7,1.2,11848|11853|13494|13854|17698|18826|19353|22218|23789|56443|57320|74192|76709|227753|242687,Rhoa|Rhoc|Drg1|Epn1|Msn|Lcp1|Rac1|Sumo1|Coro1b|Arpc1a|Park7|Arpc5l|Arpc2|Gsn|Wasf2,-3.3
MyList,GO Biological Processes,19,GO:0061912,selective autophagy,,-5.2,8.1,7.1,20638,63,322,8,2.5,0.87,11555|12539|20773|64704|66155|67443|68943|192656,Adrb2|Cdc37|Sptlc2|Htra2|Ufc1|Map1lc3b|Pink1|Ripk2,-3.3
MyList,GO Biological Processes,19,GO:0071801,regulation of podosome assembly,,-5.2,18,9,20638,18,322,5,1.6,0.69,11848|17698|18826|76709|227753,Rhoa|Msn|Lcp1|Arpc2|Gsn,-3.2
MyList,Reactome Gene Sets,6,R-MMU-9033241,Peroxisomal protein import,,-5.2,8,7.1,20638,64,322,8,2.5,0.87,12359|15488|16922|23986|26897|51798|113868|171210,Cat|Hsd17b4|Phyh|Eci2|Acot1|Ech1|Acaa1a|Acot2,-3.2
MyList,Reactome Gene Sets,6,R-MMU-2682334,EPH-Ephrin signaling,,-5.2,8,7.1,20638,64,322,8,2.5,0.87,11465|11848|19165|19353|56443|66340|76709|226548,Actg1|Rhoa|Psen2|Rac1|Arpc1a|Psenen|Arpc2|Aph1a,-3.2
MyList,GO Biological Processes,19,GO:1901658,glycosyl compound catabolic process,,-5.1,12,8,20638,31,322,6,1.9,0.75,17939|71665|76952|105446|110006|213484,Naga|Fuca1|Nt5c2|Gmpr2|Gusb|Nudt18,-3.2
MyList,GO Biological Processes,19,GO:0032970,regulation of actin filament-based process,,-5.1,3.1,5.5,20638,411,322,20,6.2,1.3,11465|11848|11853|11857|12345|12798|16202|16423|19353|19354|22218|23789|23999|56212|56443|72042|74192|76709|227753|242687,Actg1|Rhoa|Rhoc|Arhgdib|Capzb|Cnn2|Ilk|Cd47|Rac1|Rac2|Sumo1|Coro1b|Twf2|Rhog|Arpc1a|Cotl1|Arpc5l|Arpc2|Gsn|Wasf2,-3.2
MyList,GO Biological Processes,19,GO:0019395,fatty acid oxidation,,-5.1,5.9,6.4,20638,109,322,10,3.1,0.97,11409|15107|15488|16922|20280|20524|23986|52538|66841|113868,Acads|Hadh|Hsd17b4|Phyh|Scp2|Slc25a17|Eci2|Acaa2|Etfdh|Acaa1a,-3.2
MyList,GO Biological Processes,19,GO:0006753,nucleoside phosphate metabolic process,,-5.1,3,5.4,20638,449,322,21,6.5,1.4,11848|13806|13808|14635|14751|15488|20280|26897|27369|52538|56248|57320|66114|66174|66588|76952|105446|171210|213484|319945|433182,Rhoa|Eno1|Eno3|Galk1|Gpi1|Hsd17b4|Scp2|Acot1|Dguok|Acaa2|Ak3|Park7|Dnajc30|Nudt14|Cmpk1|Nt5c2|Gmpr2|Acot2|Nudt18|Flad1|Eno1b,-3.1
MyList,KEGG Pathway,24,ko00071,Fatty acid degradation,,-5,9.2,7.2,20638,49,322,7,2.2,0.81,11409|11669|15107|23986|52538|56752|113868,Acads|Aldh2|Hadh|Eci2|Acaa2|Aldh9a1|Acaa1a,-3.1
MyList,GO Biological Processes,19,GO:0031347,regulation of defense response,,-5,2.7,5.2,20638,566,322,24,7.5,1.5,11433|11555|11669|11816|12539|12702|14082|14775|16170|16423|16643|21937|22695|57320|65113|69769|76192|100561|106512|170744|192656|216869|332579|625249,Acp5|Adrb2|Aldh2|Apoe|Cdc37|Socs3|Fadd|Gpx1|Il16|Cd47|Klrd1|Tnfrsf1a|Zfp36|Park7|Ndfip1|Tnfaip8l2|Abhd12|Slc15a4|Gpsm3|Tlr8|Ripk2|Arrb2|Card9|Gpx4,-3.1
MyList,GO Biological Processes,19,GO:0016137,glycoside metabolic process,,-4.9,16,8.5,20638,20,322,5,1.6,0.69,11677|14187|17939|71665|110006,Akr1b3|Akr1b8|Naga|Fuca1|Gusb,-3.1
MyList,KEGG Pathway,24,mmu00071,Fatty acid degradation,,-4.9,9,7.1,20638,50,322,7,2.2,0.81,11409|11669|15107|23986|52538|56752|113868,Acads|Aldh2|Hadh|Eci2|Acaa2|Aldh9a1|Acaa1a,-3
MyList,KEGG Pathway,24,ko04144,Endocytosis,,-4.9,3.6,5.5,20638,286,322,16,5,1.2,11555|11848|12345|13854|19326|56443|66700|68942|69178|74192|76709|76959|98878|216869|234852|271457,Adrb2|Rhoa|Capzb|Epn1|Rab11b|Arpc1a|Chmp3|Chmp2b|Snx5|Arpc5l|Arpc2|Chmp5|Ehd4|Arrb2|Chmp1a|Rab5a,-3
MyList,GO Biological Processes,19,GO:0009259,ribonucleotide metabolic process,,-4.9,3.3,5.4,20638,354,322,18,5.6,1.3,11848|13806|13808|14635|14751|15488|20280|26897|27369|52538|56248|66114|66588|76952|105446|171210|213484|433182,Rhoa|Eno1|Eno3|Galk1|Gpi1|Hsd17b4|Scp2|Acot1|Dguok|Acaa2|Ak3|Dnajc30|Cmpk1|Nt5c2|Gmpr2|Acot2|Nudt18|Eno1b,-3
MyList,GO Biological Processes,19,GO:0032509,endosome transport via multivesicular body sorting pathway,,-4.9,11,7.6,20638,34,322,6,1.9,0.75,66700|68942|71817|76959|230514|234852,Chmp3|Chmp2b|Tmem50a|Chmp5|Leprot|Chmp1a,-3
MyList,GO Biological Processes,19,GO:0016052,carbohydrate catabolic process,,-4.8,5,6,20638,142,322,11,3.4,1,12492|13806|13808|14635|14751|15212|17939|19045|110006|110095|433182,Scarb2|Eno1|Eno3|Galk1|Gpi1|Hexb|Naga|Ppp1ca|Gusb|Pygl|Eno1b,-3
MyList,KEGG Pathway,24,mmu04144,Endocytosis,,-4.8,3.5,5.5,20638,291,322,16,5,1.2,11555|11848|12345|13854|19326|56443|66700|68942|69178|74192|76709|76959|98878|216869|234852|271457,Adrb2|Rhoa|Capzb|Epn1|Rab11b|Arpc1a|Chmp3|Chmp2b|Snx5|Arpc5l|Arpc2|Chmp5|Ehd4|Arrb2|Chmp1a|Rab5a,-3
MyList,GO Biological Processes,19,GO:1902745,positive regulation of lamellipodium organization,,-4.7,11,7.3,20638,36,322,6,1.9,0.75,19353|19354|23789|23999|76709|242687,Rac1|Rac2|Coro1b|Twf2|Arpc2|Wasf2,-2.9
MyList,GO Biological Processes,19,GO:0071800,podosome assembly,,-4.7,15,8,20638,22,322,5,1.6,0.69,11848|17698|18826|76709|227753,Rhoa|Msn|Lcp1|Arpc2|Gsn,-2.9
MyList,GO Biological Processes,19,GO:0032956,regulation of actin cytoskeleton organization,,-4.7,3.2,5.2,20638,365,322,18,5.6,1.3,11465|11848|11853|11857|12345|16202|16423|19353|19354|23789|23999|56212|56443|72042|74192|76709|227753|242687,Actg1|Rhoa|Rhoc|Arhgdib|Capzb|Ilk|Cd47|Rac1|Rac2|Coro1b|Twf2|Rhog|Arpc1a|Cotl1|Arpc5l|Arpc2|Gsn|Wasf2,-2.9
MyList,GO Biological Processes,19,GO:0009117,nucleotide metabolic process,,-4.7,2.9,5.1,20638,440,322,20,6.2,1.3,11848|13806|13808|14635|14751|15488|20280|26897|27369|52538|56248|57320|66114|66588|76952|105446|171210|213484|319945|433182,Rhoa|Eno1|Eno3|Galk1|Gpi1|Hsd17b4|Scp2|Acot1|Dguok|Acaa2|Ak3|Park7|Dnajc30|Cmpk1|Nt5c2|Gmpr2|Acot2|Nudt18|Flad1|Eno1b,-2.8
MyList,GO Biological Processes,19,GO:0006091,generation of precursor metabolites and energy,,-4.7,3,5.1,20638,404,322,19,5.9,1.3,11848|12359|13806|13808|14635|14751|19045|20930|21351|27357|27369|57320|66114|66171|66841|68943|69089|110095|433182,Rhoa|Cat|Eno1|Eno3|Galk1|Gpi1|Ppp1ca|Surf1|Taldo1|Gyg|Dguok|Park7|Dnajc30|Pgls|Etfdh|Pink1|Oxa1l|Pygl|Eno1b,-2.8
MyList,GO Biological Processes,19,GO:0009150,purine ribonucleotide metabolic process,,-4.6,3.3,5.2,20638,335,322,17,5.3,1.2,11848|13806|13808|14635|14751|15488|20280|26897|27369|52538|56248|66114|76952|105446|171210|213484|433182,Rhoa|Eno1|Eno3|Galk1|Gpi1|Hsd17b4|Scp2|Acot1|Dguok|Acaa2|Ak3|Dnajc30|Nt5c2|Gmpr2|Acot2|Nudt18|Eno1b,-2.8
MyList,GO Biological Processes,19,GO:1902410,mitotic cytokinetic process,,-4.6,14,7.8,20638,23,322,5,1.6,0.69,11848|66700|68942|76959|234852,Rhoa|Chmp3|Chmp2b|Chmp5|Chmp1a,-2.8
MyList,GO Biological Processes,19,GO:0071985,multivesicular body sorting pathway,,-4.6,10,7.1,20638,38,322,6,1.9,0.75,66700|68942|71817|76959|230514|234852,Chmp3|Chmp2b|Tmem50a|Chmp5|Leprot|Chmp1a,-2.8
MyList,KEGG Pathway,24,ko00280,"Valine, leucine and isoleucine degradation",,-4.6,8,6.6,20638,56,322,7,2.2,0.81,11409|11669|12039|15107|52538|56752|113868,Acads|Aldh2|Bckdha|Hadh|Acaa2|Aldh9a1|Acaa1a,-2.8
MyList,GO Biological Processes,19,GO:0006979,response to oxidative stress,,-4.6,3,5.1,20638,410,322,19,5.9,1.3,11669|11677|11757|11816|12359|13010|14281|14768|14775|15369|56338|57320|64704|65106|66841|68943|140742|246196|625249,Aldh2|Akr1b3|Prdx3|Apoe|Cat|Cst3|Fos|Lancl1|Gpx1|Hmox2|Txnip|Park7|Htra2|Arl6ip5|Etfdh|Pink1|Sesn1|Zfp277|Gpx4,-2.8
MyList,GO Biological Processes,19,GO:1903827,regulation of cellular protein localization,,-4.6,2.6,4.9,20638,561,322,23,7.1,1.4,12177|14645|15216|17698|17846|18777|18826|19326|21937|52163|56212|57320|64009|68585|68889|68943|76281|76709|108058|109905|226422|227753|230514,Bnip3l|Glul|Hfe|Msn|Commd1|Lypla1|Lcp1|Rab11b|Tnfrsf1a|Camk1|Rhog|Park7|Syne1|Rtn4|Ubac2|Pink1|Tax1bp3|Arpc2|Camk2d|Rap1a|Rab29|Gsn|Leprot,-2.8
MyList,GO Biological Processes,19,GO:0032506,cytokinetic process,,-4.5,9.9,7,20638,39,322,6,1.9,0.75,11848|57784|66700|68942|76959|234852,Rhoa|Bin3|Chmp3|Chmp2b|Chmp5|Chmp1a,-2.7
MyList,KEGG Pathway,24,mmu00280,"Valine, leucine and isoleucine degradation",,-4.5,7.7,6.5,20638,58,322,7,2.2,0.81,11409|11669|12039|15107|52538|56752|113868,Acads|Aldh2|Bckdha|Hadh|Acaa2|Aldh9a1|Acaa1a,-2.7
MyList,GO Biological Processes,19,GO:0051493,regulation of cytoskeleton organization,,-4.5,2.7,4.9,20638,530,322,22,6.8,1.4,11465|11848|11853|11857|12345|13494|16202|16423|19353|19354|23789|23999|56212|56443|68942|72042|74192|76709|76959|227753|234852|242687,Actg1|Rhoa|Rhoc|Arhgdib|Capzb|Drg1|Ilk|Cd47|Rac1|Rac2|Coro1b|Twf2|Rhog|Arpc1a|Chmp2b|Cotl1|Arpc5l|Arpc2|Chmp5|Gsn|Chmp1a|Wasf2,-2.7
MyList,KEGG Pathway,24,ko04810,Regulation of actin cytoskeleton,,-4.5,3.9,5.4,20638,214,322,13,4,1.1,11465|11848|17698|19045|19353|19354|26396|56443|67938|74192|76709|227753|242687,Actg1|Rhoa|Msn|Ppp1ca|Rac1|Rac2|Map2k2|Arpc1a|Myl12b|Arpc5l|Arpc2|Gsn|Wasf2,-2.7
MyList,GO Biological Processes,19,GO:0002685,regulation of leukocyte migration,,-4.4,3.8,5.3,20638,217,322,13,4,1.1,11848|12273|14082|17524|17698|19141|19353|19354|27226|56212|68585|106512|217303,Rhoa|C5ar1|Fadd|Mpp1|Msn|Lgmn|Rac1|Rac2|Pla2g7|Rhog|Rtn4|Gpsm3|Cd300a,-2.6
MyList,GO Biological Processes,19,GO:0044257,cellular protein catabolic process,,-4.4,2.3,4.7,20638,779,322,28,8.7,1.6,11816|12177|14775|14794|15216|17698|17846|19063|19141|19165|19170|22218|24017|28000|52377|52551|57296|57320|59008|64704|65113|67819|68718|68889|69459|70510|81018|216869,Apoe|Bnip3l|Gpx1|Spsb2|Hfe|Msn|Commd1|Ppt1|Lgmn|Psen2|Psmb1|Sumo1|Rnf13|Prpf19|Rcn3|Sgta|Psmd8|Park7|Anapc5|Htra2|Ndfip1|Derl1|Rnf166|Ubac2|Ubl7|Rnf167|Rnf114|Arrb2,-2.6
MyList,GO Biological Processes,19,GO:0070997,neuron death,,-4.4,2.9,4.9,20638,425,322,19,5.9,1.3,11757|11816|11848|12273|14082|14281|14751|14768|14775|16202|19060|19063|19141|21937|57320|65106|68943|216869|226422,Prdx3|Apoe|Rhoa|C5ar1|Fadd|Fos|Gpi1|Lancl1|Gpx1|Ilk|Ppp5c|Ppt1|Lgmn|Tnfrsf1a|Park7|Arl6ip5|Pink1|Arrb2|Rab29,-2.6
MyList,GO Biological Processes,19,GO:0030041,actin filament polymerization,,-4.4,4.1,5.3,20638,189,322,12,3.7,1.1,11848|12345|19201|19353|23789|23999|56443|72042|74192|76709|227753|242687,Rhoa|Capzb|Pstpip2|Rac1|Coro1b|Twf2|Arpc1a|Cotl1|Arpc5l|Arpc2|Gsn|Wasf2,-2.6
MyList,KEGG Pathway,24,mmu04810,Regulation of actin cytoskeleton,,-4.3,3.8,5.2,20638,220,322,13,4,1.1,11465|11848|17698|19045|19353|19354|26396|56443|67938|74192|76709|227753|242687,Actg1|Rhoa|Msn|Ppp1ca|Rac1|Rac2|Map2k2|Arpc1a|Myl12b|Arpc5l|Arpc2|Gsn|Wasf2,-2.6
MyList,KEGG Pathway,24,ko04146,Peroxisome,,-4.3,6.2,6,20638,83,322,8,2.5,0.87,12359|15488|16922|20280|20524|23986|51798|113868,Cat|Hsd17b4|Phyh|Scp2|Slc25a17|Eci2|Ech1|Acaa1a,-2.6
MyList,Reactome Gene Sets,6,R-MMU-2262752,Cellular responses to stress,,-4.3,2.7,4.8,20638,504,322,21,6.5,1.4,11757|12345|12359|14281|14775|15270|15369|19170|19646|19744|20111|20930|22151|50709|57296|59008|59288|69654|108058|109151|140742,Prdx3|Capzb|Cat|Fos|Gpx1|H2ax|Hmox2|Psmb1|Rbbp4|Rheb|Rps6ka1|Surf1|Tubb2a|H1f4|Psmd8|Anapc5|Dctn5|Dctn2|Camk2d|Chd9|Sesn1,-2.6
