Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
MyList,GO Biological Processes,19,GO:0034249,negative regulation of cellular amide metabolic process,,-12,6.2,10,20638,169,454,23,5.1,1,11991|12193|13046|13205|13209|13688|19317|19401|19878|56177|74203|80912|213988|228994|229096|230908|231207|231464|233833|234594|239528|242248|381305,Hnrnpd|Zfp36l2|Celf1|Ddx3x|Ddx6|Eif4ebp2|Qk|Rara|Rock2|Olfm1|Eif4enif1|Pum1|Tnrc6b|Ythdf1|Ythdf3|Tardbp|Cpeb2|Cnot6l|Tnrc6a|Cnot1|Ago2|Bank1|Rc3h1,-8.6
MyList,GO Biological Processes,19,GO:0009725,response to hormone,,-11,3.1,8.5,20638,705,454,48,11,1.4,11651|12043|12193|12928|13132|13618|13653|13688|14678|16150|16601|16969|17718|18033|18519|18718|18759|19015|19211|19267|19271|19401|19411|19878|20185|20384|20402|20602|20683|20852|22234|50523|54601|75547|83946|104215|106572|110355|192157|224902|224903|231207|232286|234594|328365|328572|381022|606496,Akt1|Bcl2|Zfp36l2|Crk|Dab2|Ednrb|Egr1|Eif4ebp2|Gnai2|Ikbkb|Klf9|Zbtb7a|ND3|Nfkb1|Kat2b|Pip4k2a|Prkci|Ppard|Pten|Ptpre|Ptprj|Rara|Rarg|Rock2|Ncor1|Srsf5|Zfp106|Ncor2|Sp1|Stat6|Ugcg|Lats2|Foxo4|Akap13|Phip|Rhoq|Rab31|Grk2|Socs7|Safb2|Safb|Cpeb2|Tmf1|Cnot1|Zmiz1|Ep300|Kmt2d|Gsk3a,-8.5
MyList,GO Biological Processes,19,GO:0006401,RNA catabolic process,,-11,4.9,9.5,20638,259,454,28,6.2,1.1,11991|12193|13046|19317|19878|21938|72587|74203|80912|80913|104625|108077|192160|212943|213988|228994|229096|229512|229663|230908|231464|232791|233789|233833|233908|234594|239528|381305,Hnrnpd|Zfp36l2|Celf1|Qk|Rock2|Tnfrsf1b|Pan3|Eif4enif1|Pum1|Pum2|Cnot6|Skiv2l|Casc3|Tent5a|Tnrc6b|Ythdf1|Ythdf3|Smg5|Csde1|Tardbp|Cnot6l|Cnot3|Smg1|Tnrc6a|Fus|Cnot1|Ago2|Rc3h1,-8.5
MyList,GO Biological Processes,19,GO:0031331,positive regulation of cellular catabolic process,,-11,4,8.9,20638,389,454,34,7.5,1.2,11651|11991|12193|12398|12795|13046|13132|13179|15511|16971|18718|19211|19229|19317|19878|21938|56490|74203|80912|93679|93687|209387|211770|213988|228994|229096|230908|231464|233833|234594|239528|252972|381305|606496,Akt1|Hnrnpd|Zfp36l2|Cbfa2t3|Plk3|Celf1|Dab2|Dcn|Hspa1b|Lrp1|Pip4k2a|Pten|Ptk2b|Qk|Rock2|Tnfrsf1b|Zbtb20|Eif4enif1|Pum1|Trim8|Csnk1a1|Trim30d|Trib1|Tnrc6b|Ythdf1|Ythdf3|Tardbp|Cnot6l|Tnrc6a|Cnot1|Ago2|Tpcn1|Rc3h1|Gsk3a,-8.2
MyList,GO Biological Processes,19,GO:0050779,RNA destabilization,,-11,15,13,20638,37,454,12,2.6,0.75,11991|12193|13046|19317|19878|21938|80912|228994|229096|230908|231464|381305,Hnrnpd|Zfp36l2|Celf1|Qk|Rock2|Tnfrsf1b|Pum1|Ythdf1|Ythdf3|Tardbp|Cnot6l|Rc3h1,-8.1
MyList,GO Biological Processes,19,GO:0002521,leukocyte differentiation,,-11,3.2,8.3,20638,608,454,43,9.5,1.4,12043|12193|12398|12399|12608|12772|13653|14159|16194|16331|16364|16409|16416|16969|18021|18129|18782|18987|19229|19264|19271|19401|19645|20130|20185|20663|20687|20737|20852|21847|22632|22778|74039|94176|98386|99982|108655|211770|320940|328365|328572|381305|381319,Bcl2|Zfp36l2|Cbfa2t3|Runx3|Cebpb|Ccr2|Egr1|Fes|Il6ra|Inpp5d|Irf4|Itgam|Itgb3|Zbtb7a|Nfatc3|Notch2|Pla2g2d|Pou2f2|Ptk2b|Ptprc|Ptprj|Rara|Rb1|Rras|Ncor1|Sos2|Sp3|Spn|Stat6|Klf10|Yy1|Ikzf1|Nfam1|Dock2|Lbr|Kdm1a|Foxp1|Trib1|Atp11c|Zmiz1|Ep300|Rc3h1|Batf3,-8
MyList,GO Biological Processes,19,GO:0010608,posttranscriptional regulation of gene expression,,-11,3.3,8.3,20638,544,454,40,8.8,1.3,11651|11991|12193|13046|13205|13209|13688|16589|17347|18033|19229|19317|19401|19878|20185|20602|21938|29806|73826|74203|80912|80913|104625|192160|211006|212943|213988|228994|229096|230908|231207|231464|232791|233833|233908|234594|239528|242248|328572|381305,Akt1|Hnrnpd|Zfp36l2|Celf1|Ddx3x|Ddx6|Eif4ebp2|Uhmk1|Mknk2|Nfkb1|Ptk2b|Qk|Rara|Rock2|Ncor1|Ncor2|Tnfrsf1b|Limd1|Poldip3|Eif4enif1|Pum1|Pum2|Cnot6|Casc3|Sepsecs|Tent5a|Tnrc6b|Ythdf1|Ythdf3|Tardbp|Cpeb2|Cnot6l|Cnot3|Tnrc6a|Fus|Cnot1|Ago2|Bank1|Ep300|Rc3h1,-7.9
MyList,GO Biological Processes,19,GO:1903313,positive regulation of mRNA metabolic process,,-11,8,10,20638,96,454,17,3.7,0.89,11991|12193|13046|19317|19878|20637|74203|80912|213988|228994|229096|230908|231464|233833|234594|239528|381305,Hnrnpd|Zfp36l2|Celf1|Qk|Rock2|Snrnp70|Eif4enif1|Pum1|Tnrc6b|Ythdf1|Ythdf3|Tardbp|Cnot6l|Tnrc6a|Cnot1|Ago2|Rc3h1,-7.8
MyList,GO Biological Processes,19,GO:0031329,regulation of cellular catabolic process,,-10,3,8,20638,722,454,47,10,1.4,11651|11783|11991|12043|12193|12398|12795|13046|13132|13179|15511|16154|16971|18718|18763|19046|19211|19229|19317|19878|21938|30955|56353|56490|74203|80912|80913|93679|93687|103573|209387|211770|212943|213988|228994|229096|230908|231464|232286|233789|233833|233908|234594|239528|252972|381305|606496,Akt1|Apaf1|Hnrnpd|Bcl2|Zfp36l2|Cbfa2t3|Plk3|Celf1|Dab2|Dcn|Hspa1b|Il10ra|Lrp1|Pip4k2a|Pkd1|Ppp1cb|Pten|Ptk2b|Qk|Rock2|Tnfrsf1b|Pik3cg|Rybp|Zbtb20|Eif4enif1|Pum1|Pum2|Trim8|Csnk1a1|Xpo1|Trim30d|Trib1|Tent5a|Tnrc6b|Ythdf1|Ythdf3|Tardbp|Cnot6l|Tmf1|Smg1|Tnrc6a|Fus|Cnot1|Ago2|Tpcn1|Rc3h1|Gsk3a,-7.8
MyList,GO Biological Processes,19,GO:0061013,regulation of mRNA catabolic process,,-10,6.6,9.6,20638,131,454,19,4.2,0.94,11991|12193|13046|19317|19878|74203|80912|80913|212943|213988|228994|229096|230908|231464|233833|233908|234594|239528|381305,Hnrnpd|Zfp36l2|Celf1|Qk|Rock2|Eif4enif1|Pum1|Pum2|Tent5a|Tnrc6b|Ythdf1|Ythdf3|Tardbp|Cnot6l|Tnrc6a|Fus|Cnot1|Ago2|Rc3h1,-7.5
MyList,GO Biological Processes,19,GO:0030036,actin cytoskeleton organization,,-10,2.9,7.8,20638,717,454,46,10,1.4,12043|12488|12928|13367|13383|13860|14159|16150|16416|16653|16971|17258|18129|18720|18759|19229|19878|20742|26401|26554|26936|29875|57778|66713|69581|71302|72754|75547|76108|76707|94176|102098|104215|108655|140579|192176|211673|215114|215280|216965|217124|217866|225115|231637|246177|328572,Bcl2|Cd2ap|Crk|Diaph1|Dlg1|Eps8|Fes|Ikbkb|Itgb3|Kras|Lrp1|Mef2a|Notch2|Pip5k1a|Prkci|Ptk2b|Rock2|Sptbn1|Map3k1|Cul3|Mprip|Iqgap1|Fmnl1|Actr2|Rhou|Arhgap26|Arhgef10l|Akap13|Rap2a|Clasp1|Dock2|Arhgef18|Rhoq|Foxp1|Elmo2|Flna|Arfgef1|Hip1|Wipf1|Taok1|Ppp1r9b|Cdc42bpb|Svil|Ssh1|Myo1g|Ep300,-7.4
MyList,GO Biological Processes,19,GO:0030099,myeloid cell differentiation,,-10,3.6,8.3,20638,424,454,34,7.5,1.2,11479|12398|12608|13132|14159|16331|16364|16409|16416|16923|16969|18129|18718|19229|19401|19411|19645|20185|20683|20687|21847|22083|22778|50794|69188|98386|99982|211770|214133|223770|230257|244349|328572|381319,Acvr1b|Cbfa2t3|Cebpb|Dab2|Fes|Inpp5d|Irf4|Itgam|Itgb3|Sh2b3|Zbtb7a|Notch2|Pip4k2a|Ptk2b|Rara|Rarg|Rb1|Ncor1|Sp1|Sp3|Klf10|Ctr9|Ikzf1|Klf13|Kmt2e|Lbr|Kdm1a|Trib1|Tet2|Brd1|Ptbp3|Kat6a|Ep300|Batf3,-7.4
MyList,GO Biological Processes,19,GO:0061157,mRNA destabilization,,-10,15,12,20638,34,454,11,2.4,0.72,11991|12193|13046|19317|19878|80912|228994|229096|230908|231464|381305,Hnrnpd|Zfp36l2|Celf1|Qk|Rock2|Pum1|Ythdf1|Ythdf3|Tardbp|Cnot6l|Rc3h1,-7.4
MyList,GO Biological Processes,19,GO:0046777,protein autophosphorylation,,-9.9,4.8,8.8,20638,238,454,25,5.5,1.1,11479|12747|12750|13205|13548|14159|14182|14360|16589|17169|17347|19229|19264|20868|20874|26403|26931|29875|76108|103236|207565|216965|226849|232341|233789,Acvr1b|Clk1|Clk4|Ddx3x|Dyrk1a|Fes|Fgfr1|Fyn|Uhmk1|Mark3|Mknk2|Ptk2b|Ptprc|Stk10|Slk|Map3k11|Ppp2r5c|Iqgap1|Rap2a|Csnk1g2|Camkk2|Taok1|Ppp2r5a|Wnk1|Smg1,-7.4
MyList,GO Biological Processes,19,GO:0006470,protein dephosphorylation,,-9.9,4.7,8.7,20638,240,454,25,5.5,1.1,12043|13003|14678|16150|19043|19046|19053|19058|19211|19248|19264|19267|19271|19878|26931|26936|52432|52468|68188|70686|72349|217124|226849|231637|243819,Bcl2|Vcan|Gnai2|Ikbkb|Ppm1b|Ppp1cb|Ppp2cb|Ppp3r1|Pten|Ptpn12|Ptprc|Ptpre|Ptprj|Rock2|Ppp2r5c|Mprip|Ppp2r2d|Ctdsp2|Sympk|Dusp16|Dusp3|Ppp1r9b|Ppp2r5a|Ssh1|Ppp6r1,-7.3
MyList,GO Biological Processes,19,GO:0033962,P-body assembly,,-9.8,20,13,20638,20,454,9,2,0.65,13209|29806|72587|74203|104625|231464|233871|234594|381305,Ddx6|Limd1|Pan3|Eif4enif1|Cnot6|Cnot6l|Atxn2l|Cnot1|Rc3h1,-7.3
MyList,Reactome Gene Sets,6,R-MMU-9012999,RHO GTPase cycle,,-9.4,3.6,8,20638,400,454,32,7,1.2,13058|13367|14269|16801|19878|20663|20742|20868|20874|22284|23943|26403|26554|29875|57778|69581|70719|71302|72754|75547|76626|94176|98386|102098|104215|106504|140579|213498|217866|219140|226652|320795,Cybb|Diaph1|Fnbp1|Arhgef1|Rock2|Sos2|Sptbn1|Stk10|Slk|Usp9x|Esyt1|Map3k11|Cul3|Iqgap1|Fmnl1|Rhou|Arhgap45|Arhgap26|Arhgef10l|Akap13|Msi2|Dock2|Lbr|Arhgef18|Rhoq|Stk38|Elmo2|Arhgef11|Cdc42bpb|Spata13|Arhgap30|Pkn1,-6.9
MyList,WikiPathways,27,WP373,IL-3 Signaling Pathway,,-9.3,7.3,9.5,20638,99,454,16,3.5,0.87,11651|12043|12402|12928|14159|14360|16331|16653|17395|18033|18707|19401|20852|21938|22330|606496,Akt1|Bcl2|Cbl|Crk|Fes|Fyn|Inpp5d|Kras|Mmp9|Nfkb1|Pik3cd|Rara|Stat6|Tnfrsf1b|Vcl|Gsk3a,-6.8
MyList,WikiPathways,27,WP387,IL-6 signaling Pathway,,-9.3,7.3,9.5,20638,99,454,16,3.5,0.87,11651|12608|12914|14159|14360|16194|16195|16331|18033|19053|19229|19645|26931|54601|226849|328572,Akt1|Cebpb|Crebbp|Fes|Fyn|Il6ra|Il6st|Inpp5d|Nfkb1|Ppp2cb|Ptk2b|Rb1|Ppp2r5c|Foxo4|Ppp2r5a|Ep300,-6.8
MyList,GO Biological Processes,19,GO:1901652,response to peptide,,-9.3,3.6,7.9,20638,407,454,32,7,1.2,11651|12928|13618|13653|13688|14360|14678|16150|16401|16971|17395|18033|18519|18718|18759|19211|19267|19271|19878|20384|20402|20683|20852|54601|83946|104215|106572|110355|192157|231207|232975|606496,Akt1|Crk|Ednrb|Egr1|Eif4ebp2|Fyn|Gnai2|Ikbkb|Itga4|Lrp1|Mmp9|Nfkb1|Kat2b|Pip4k2a|Prkci|Pten|Ptpre|Ptprj|Rock2|Srsf5|Zfp106|Sp1|Stat6|Foxo4|Phip|Rhoq|Rab31|Grk2|Socs7|Cpeb2|Atp1a3|Gsk3a,-6.8
MyList,GO Biological Processes,19,GO:0009896,positive regulation of catabolic process,,-9.2,3.4,7.7,20638,457,454,34,7.5,1.2,11651|11991|12193|12398|12795|13046|13132|13179|15511|16971|18718|19211|19229|19317|19878|21938|56490|74203|80912|93679|93687|209387|211770|213988|228994|229096|230908|231464|233833|234594|239528|252972|381305|606496,Akt1|Hnrnpd|Zfp36l2|Cbfa2t3|Plk3|Celf1|Dab2|Dcn|Hspa1b|Lrp1|Pip4k2a|Pten|Ptk2b|Qk|Rock2|Tnfrsf1b|Zbtb20|Eif4enif1|Pum1|Trim8|Csnk1a1|Trim30d|Trib1|Tnrc6b|Ythdf1|Ythdf3|Tardbp|Cnot6l|Tnrc6a|Cnot1|Ago2|Tpcn1|Rc3h1|Gsk3a,-6.7
MyList,KEGG Pathway,24,mmu04810,Regulation of actin cytoskeleton,,-9.2,4.8,8.4,20638,220,454,23,5.1,1,12928|13367|14182|14268|16401|16408|16409|16416|16653|16801|18707|18718|18720|19046|19878|20130|20663|22330|29875|219140|231637|232807|320795,Crk|Diaph1|Fgfr1|Fn1|Itga4|Itgal|Itgam|Itgb3|Kras|Arhgef1|Pik3cd|Pip4k2a|Pip5k1a|Ppp1cb|Rock2|Rras|Sos2|Vcl|Iqgap1|Spata13|Ssh1|Ppp1r12c|Pkn1,-6.7
MyList,GO Biological Processes,19,GO:1901653,cellular response to peptide,,-9,4,8,20638,304,454,27,5.9,1.1,11651|12928|13688|14360|14678|16401|16971|18033|18519|18718|18759|19211|19267|19271|19878|20402|20683|20852|54601|83946|104215|106572|110355|192157|231207|232975|606496,Akt1|Crk|Eif4ebp2|Fyn|Gnai2|Itga4|Lrp1|Nfkb1|Kat2b|Pip4k2a|Prkci|Pten|Ptpre|Ptprj|Rock2|Zfp106|Sp1|Stat6|Foxo4|Phip|Rhoq|Rab31|Grk2|Socs7|Cpeb2|Atp1a3|Gsk3a,-6.6
MyList,KEGG Pathway,24,mmu04010,MAPK signaling pathway,,-9,4.3,8.1,20638,264,454,25,5.5,1.1,11651|12928|13653|14182|15511|16150|16653|17347|18021|18033|19043|19058|20130|20663|26400|26401|26403|26921|53859|68652|70686|72349|192176|216965|320795,Akt1|Crk|Egr1|Fgfr1|Hspa1b|Ikbkb|Kras|Mknk2|Nfatc3|Nfkb1|Ppm1b|Ppp3r1|Rras|Sos2|Map2k7|Map3k1|Map3k11|Map4k4|Map3k14|Tab2|Dusp16|Dusp3|Flna|Taok1|Pkn1,-6.6
MyList,GO Biological Processes,19,GO:0034655,nucleobase-containing compound catabolic process,,-8.9,3.6,7.7,20638,374,454,30,6.6,1.2,11717|11783|11991|12193|13046|19317|19878|21938|72587|74203|80912|80913|104625|108077|192160|212943|213988|228994|229096|229512|229663|230908|231464|232791|233789|233833|233908|234594|239528|381305,Ampd3|Apaf1|Hnrnpd|Zfp36l2|Celf1|Qk|Rock2|Tnfrsf1b|Pan3|Eif4enif1|Pum1|Pum2|Cnot6|Skiv2l|Casc3|Tent5a|Tnrc6b|Ythdf1|Ythdf3|Smg5|Csde1|Tardbp|Cnot6l|Cnot3|Smg1|Tnrc6a|Fus|Cnot1|Ago2|Rc3h1,-6.5
MyList,GO Biological Processes,19,GO:1903131,mononuclear cell differentiation,,-8.8,3.3,7.5,20638,471,454,34,7.5,1.2,12043|12193|12399|12608|12772|13653|14159|16194|16331|16364|16969|18021|18129|18782|18987|19229|19264|19271|19401|20185|20663|20687|20737|20852|22632|22778|74039|94176|108655|320940|328365|328572|381305|381319,Bcl2|Zfp36l2|Runx3|Cebpb|Ccr2|Egr1|Fes|Il6ra|Inpp5d|Irf4|Zbtb7a|Nfatc3|Notch2|Pla2g2d|Pou2f2|Ptk2b|Ptprc|Ptprj|Rara|Ncor1|Sos2|Sp3|Spn|Stat6|Yy1|Ikzf1|Nfam1|Dock2|Foxp1|Atp11c|Zmiz1|Ep300|Rc3h1|Batf3,-6.4
MyList,GO Biological Processes,19,GO:0007044,cell-substrate junction assembly,,-8.8,7.3,9.2,20638,93,454,15,3.3,0.84,11426|12043|14268|16416|16971|18720|19211|19229|19271|20874|22330|26921|29875|72349|76707,Macf1|Bcl2|Fn1|Itgb3|Lrp1|Pip5k1a|Pten|Ptk2b|Ptprj|Slk|Vcl|Map4k4|Iqgap1|Dusp3|Clasp1,-6.4
MyList,GO Biological Processes,19,GO:0016311,dephosphorylation,,-8.7,3.6,7.6,20638,382,454,30,6.6,1.2,12043|13003|14678|16150|16331|19043|19046|19053|19058|19211|19248|19264|19267|19271|19878|26931|26936|29875|52432|52468|68188|70686|72349|104015|217124|226849|229512|231637|232341|243819,Bcl2|Vcan|Gnai2|Ikbkb|Inpp5d|Ppm1b|Ppp1cb|Ppp2cb|Ppp3r1|Pten|Ptpn12|Ptprc|Ptpre|Ptprj|Rock2|Ppp2r5c|Mprip|Iqgap1|Ppp2r2d|Ctdsp2|Sympk|Dusp16|Dusp3|Synj1|Ppp1r9b|Ppp2r5a|Smg5|Ssh1|Wnk1|Ppp6r1,-6.3
MyList,GO Biological Processes,19,GO:0044270,cellular nitrogen compound catabolic process,,-8.7,3.5,7.5,20638,406,454,31,6.8,1.2,11717|11783|11991|12193|13046|19317|19878|21938|72587|74203|80912|80913|104625|108077|192160|212943|213988|214133|228994|229096|229512|229663|230908|231464|232791|233789|233833|233908|234594|239528|381305,Ampd3|Apaf1|Hnrnpd|Zfp36l2|Celf1|Qk|Rock2|Tnfrsf1b|Pan3|Eif4enif1|Pum1|Pum2|Cnot6|Skiv2l|Casc3|Tent5a|Tnrc6b|Tet2|Ythdf1|Ythdf3|Smg5|Csde1|Tardbp|Cnot6l|Cnot3|Smg1|Tnrc6a|Fus|Cnot1|Ago2|Rc3h1,-6.3
MyList,GO Biological Processes,19,GO:0000956,nuclear-transcribed mRNA catabolic process,,-8.7,6.7,8.9,20638,109,454,16,3.5,0.87,12193|72587|74203|104625|108077|192160|213988|229512|229663|231464|232791|233789|233833|234594|239528|381305,Zfp36l2|Pan3|Eif4enif1|Cnot6|Skiv2l|Casc3|Tnrc6b|Smg5|Csde1|Cnot6l|Cnot3|Smg1|Tnrc6a|Cnot1|Ago2|Rc3h1,-6.3
MyList,GO Biological Processes,19,GO:0046700,heterocycle catabolic process,,-8.7,3.5,7.5,20638,407,454,31,6.8,1.2,11717|11783|11991|12193|13046|19317|19878|21938|72587|74203|80912|80913|104625|108077|192160|212943|213988|214133|228994|229096|229512|229663|230908|231464|232791|233789|233833|233908|234594|239528|381305,Ampd3|Apaf1|Hnrnpd|Zfp36l2|Celf1|Qk|Rock2|Tnfrsf1b|Pan3|Eif4enif1|Pum1|Pum2|Cnot6|Skiv2l|Casc3|Tent5a|Tnrc6b|Tet2|Ythdf1|Ythdf3|Smg5|Csde1|Tardbp|Cnot6l|Cnot3|Smg1|Tnrc6a|Fus|Cnot1|Ago2|Rc3h1,-6.3
