_MEMBER_MyList,_LogP_MyList,GO,Description,_PATTERN_,_RANK_,GiniIndex
1,-3.2,GO:1990869,cellular response to chemokine,M1,1,0
1,-3.2,GO:0106106,cold-induced thermogenesis,M1,1,0
1,-5.2,GO:0033673,negative regulation of kinase activity,M1,1,0
1,-2.6,GO:0035020,regulation of Rac protein signal transduction,M1,1,0
1,-2.4,GO:0007568,aging,M1,1,0
1,-2.2,GO:0045648,positive regulation of erythrocyte differentiation,M1,1,0
1,-2,GO:1902807,negative regulation of cell cycle G1/S phase transition,M1,1,0
1,-2.7,GO:0001501,skeletal system development,M1,1,0
1,-6.3,ko04010,MAPK signaling pathway,M1,1,0
1,-4.7,GO:1905616,regulation of miRNA mediated inhibition of translation,M1,1,0
1,-3.5,ko03015,mRNA surveillance pathway,M1,1,0
1,-3.1,GO:0006935,chemotaxis,M1,1,0
1,-2.6,GO:0045948,positive regulation of translational initiation,M1,1,0
1,-4.8,GO:0002573,myeloid leukocyte differentiation,M1,1,0
1,-2.9,GO:0006474,N-terminal protein amino acid acetylation,M1,1,0
1,-2.4,GO:0070663,regulation of leukocyte proliferation,M1,1,0
1,-8.6,GO:0006470,protein dephosphorylation,M1,1,0
1,-2.4,mmu04024,cAMP signaling pathway,M1,1,0
1,-4.5,GO:0014910,regulation of smooth muscle cell migration,M1,1,0
1,-2.1,GO:1905564,positive regulation of vascular endothelial cell proliferation,M1,1,0
1,-3.6,GO:0033143,regulation of intracellular steroid hormone receptor signaling pathway,M1,1,0
1,-3.1,GO:1903312,negative regulation of mRNA metabolic process,M1,1,0
1,-2.6,GO:0042060,wound healing,M1,1,0
1,-6.6,R-MMU-9013106,RHOC GTPase cycle,M1,1,0
1,-8.4,GO:0034655,nucleobase-containing compound catabolic process,M1,1,0
1,-4.6,GO:0035304,regulation of protein dephosphorylation,M1,1,0
1,-5.4,GO:0043043,peptide biosynthetic process,M1,1,0
1,-3.5,GO:0051271,negative regulation of cellular component movement,M1,1,0
1,-2.6,ko04658,Th1 and Th2 cell differentiation,M1,1,0
1,-3.5,GO:0036293,response to decreased oxygen levels,M1,1,0
1,-2.7,GO:2001236,regulation of extrinsic apoptotic signaling pathway,M1,1,0
1,-4.3,ko01522,Endocrine resistance,M1,1,0
1,-2.7,GO:0043353,enucleate erythrocyte differentiation,M1,1,0
1,-2.5,GO:1901990,regulation of mitotic cell cycle phase transition,M1,1,0
1,-2.4,R-MMU-210990,PECAM1 interactions,M1,1,0
1,-3.2,GO:1990868,response to chemokine,M1,1,0
1,-2.5,WP108,Selenium metabolism/Selenoproteins,M1,1,0
1,-5.5,R-MMU-5673000,RAF activation,M1,1,0
1,-6.1,GO:0001568,blood vessel development,M1,1,0
1,-4.7,GO:1903829,positive regulation of cellular protein localization,M1,1,0
1,-6.1,GO:0010603,regulation of cytoplasmic mRNA processing body assembly,M1,1,0
1,-2.9,GO:0014068,positive regulation of phosphatidylinositol 3-kinase signaling,M1,1,0
1,-2.7,GO:0010657,muscle cell apoptotic process,M1,1,0
1,-2.6,GO:1903018,regulation of glycoprotein metabolic process,M1,1,0
1,-3.6,GO:0009615,response to virus,M1,1,0
1,-3.2,GO:0046324,regulation of glucose import,M1,1,0
1,-2.8,R-MMU-373755,Semaphorin interactions,M1,1,0
1,-6.2,GO:0000165,MAPK cascade,M1,1,0
1,-2.3,R-MMU-8856825,Cargo recognition for clathrin-mediated endocytosis,M1,1,0
1,-3.1,GO:0019722,calcium-mediated signaling,M1,1,0
1,-3.4,GO:0016567,protein ubiquitination,M1,1,0
1,-3.7,GO:0080135,regulation of cellular response to stress,M1,1,0
1,-2.2,R-MMU-5633007,Regulation of TP53 Activity,M1,1,0
1,-4.7,GO:1905618,positive regulation of miRNA mediated inhibition of translation,M1,1,0
1,-4.7,mmu05200,Pathways in cancer,M1,1,0
1,-3.6,GO:0008380,RNA splicing,M1,1,0
1,-2.7,GO:0035265,organ growth,M1,1,0
1,-3.1,GO:0070076,histone lysine demethylation,M1,1,0
1,-2.7,GO:0019058,viral life cycle,M1,1,0
1,-3.2,GO:0046579,positive regulation of Ras protein signal transduction,M1,1,0
1,-3.1,GO:1903050,regulation of proteolysis involved in cellular protein catabolic process,M1,1,0
1,-2.7,GO:0034329,cell junction assembly,M1,1,0
1,-2.4,GO:0032872,regulation of stress-activated MAPK cascade,M1,1,0
1,-2.9,GO:0060324,face development,M1,1,0
1,-2.4,GO:0035601,protein deacylation,M1,1,0
1,-3.4,GO:0010976,positive regulation of neuron projection development,M1,1,0
1,-2.9,GO:0000302,response to reactive oxygen species,M1,1,0
1,-6.4,GO:0018210,peptidyl-threonine modification,M1,1,0
1,-2.4,GO:0070586,cell-cell adhesion involved in gastrulation,M1,1,0
1,-2.1,GO:0060350,endochondral bone morphogenesis,M1,1,0
1,-2.4,R-MMU-72187,mRNA 3'-end processing,M1,1,0
1,-6.3,GO:0010563,negative regulation of phosphorus metabolic process,M1,1,0
1,-6.1,GO:0060964,regulation of gene silencing by miRNA,M1,1,0
1,-2.3,GO:0070302,regulation of stress-activated protein kinase signaling cascade,M1,1,0
1,-2.4,GO:0048667,cell morphogenesis involved in neuron differentiation,M1,1,0
1,-3.6,GO:0006469,negative regulation of protein kinase activity,M1,1,0
1,-2.7,GO:0051347,positive regulation of transferase activity,M1,1,0
1,-2.1,GO:0071677,positive regulation of mononuclear cell migration,M1,1,0
1,-3.8,GO:0030223,neutrophil differentiation,M1,1,0
1,-2.3,GO:0072577,endothelial cell apoptotic process,M1,1,0
1,-2.1,GO:0051258,protein polymerization,M1,1,0
1,-3.2,GO:0033144,negative regulation of intracellular steroid hormone receptor signaling pathway,M1,1,0
1,-2.4,GO:0010640,regulation of platelet-derived growth factor receptor signaling pathway,M1,1,0
1,-2.2,mmu04144,Endocytosis,M1,1,0
1,-7.4,GO:1901361,organic cyclic compound catabolic process,M1,1,0
1,-8.1,GO:0046700,heterocycle catabolic process,M1,1,0
1,-3.6,ko04015,Rap1 signaling pathway,M1,1,0
1,-2.8,GO:0002360,T cell lineage commitment,M1,1,0
1,-2.6,GO:0035196,production of miRNAs involved in gene silencing by miRNA,M1,1,0
1,-2.3,GO:0070664,negative regulation of leukocyte proliferation,M1,1,0
1,-5.8,GO:0006412,translation,M1,1,0
1,-2.1,GO:0071731,response to nitric oxide,M1,1,0
1,-2,GO:0031532,actin cytoskeleton reorganization,M1,1,0
1,-2.6,mmu05164,Influenza A,M1,1,0
1,-3.5,WP1254,Apoptosis,M1,1,0
1,-3.8,mmu04722,Neurotrophin signaling pathway,M1,1,0
1,-3.5,GO:0002064,epithelial cell development,M1,1,0
1,-2.5,R-MMU-9013406,RHOQ GTPase cycle,M1,1,0
1,-2.2,GO:0032092,positive regulation of protein binding,M1,1,0
1,-8.3,GO:0031329,regulation of cellular catabolic process,M1,1,0
1,-4.5,R-MMU-6798695,Neutrophil degranulation,M1,1,0
1,-2.7,GO:2000406,positive regulation of T cell migration,M1,1,0
1,-3.6,GO:0051057,positive regulation of small GTPase mediated signal transduction,M1,1,0
1,-2.5,R-MMU-159236,Transport of Mature mRNA derived from an Intron-Containing Transcript,M1,1,0
1,-5.1,GO:0051893,regulation of focal adhesion assembly,M1,1,0
1,-2.1,GO:0010586,miRNA metabolic process,M1,1,0
1,-2.2,R-MMU-1227986,Signaling by ERBB2,M1,1,0
1,-2.1,GO:1901185,negative regulation of ERBB signaling pathway,M1,1,0
1,-2.3,mmu04320,Dorso-ventral axis formation,M1,1,0
1,-3.7,GO:0071675,regulation of mononuclear cell migration,M1,1,0
1,-2,mmu05212,Pancreatic cancer,M1,1,0
1,-4.7,WP447,Adipogenesis genes,M1,1,0
1,-4.9,GO:0030851,granulocyte differentiation,M1,1,0
1,-2.2,GO:0050868,negative regulation of T cell activation,M1,1,0
1,-3.3,WP151,IL-5 Signaling Pathway,M1,1,0
1,-2.9,GO:0060070,canonical Wnt signaling pathway,M1,1,0
1,-3.4,ko05211,Renal cell carcinoma,M1,1,0
1,-3.3,GO:0007173,epidermal growth factor receptor signaling pathway,M1,1,0
1,-3.1,GO:0048858,cell projection morphogenesis,M1,1,0
1,-2.6,GO:0030010,establishment of cell polarity,M1,1,0
1,-6,GO:0043434,response to peptide hormone,M1,1,0
1,-2.6,GO:0070371,ERK1 and ERK2 cascade,M1,1,0
1,-2.5,R-MMU-9029569,NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux,M1,1,0
1,-2.2,GO:0043123,positive regulation of I-kappaB kinase/NF-kappaB signaling,M1,1,0
1,-5.6,WP2292,Chemokine signaling pathway,M1,1,0
1,-4.1,GO:0045862,positive regulation of proteolysis,M1,1,0
1,-2,GO:0032881,regulation of polysaccharide metabolic process,M1,1,0
1,-10,R-MMU-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",M1,1,0
1,-3,GO:0048812,neuron projection morphogenesis,M1,1,0
1,-3.5,GO:0051099,positive regulation of binding,M1,1,0
1,-2.9,GO:0018108,peptidyl-tyrosine phosphorylation,M1,1,0
1,-2,GO:0006875,cellular metal ion homeostasis,M1,1,0
1,-5.2,GO:1903706,regulation of hemopoiesis,M1,1,0
1,-2.4,GO:1901184,regulation of ERBB signaling pathway,M1,1,0
1,-4.6,GO:0071456,cellular response to hypoxia,M1,1,0
1,-2.8,GO:0000183,rDNA heterochromatin assembly,M1,1,0
1,-2.5,GO:0010828,positive regulation of glucose transmembrane transport,M1,1,0
1,-7,WP572,EGFR1 Signaling Pathway,M1,1,0
1,-2.2,GO:0072583,clathrin-dependent endocytosis,M1,1,0
1,-3.7,GO:0006446,regulation of translational initiation,M1,1,0
1,-2.6,GO:1901800,positive regulation of proteasomal protein catabolic process,M1,1,0
1,-2.8,R-MMU-2990846,SUMOylation,M1,1,0
1,-2.1,GO:1902991,regulation of amyloid precursor protein catabolic process,M1,1,0
1,-2,GO:0006644,phospholipid metabolic process,M1,1,0
1,-2.3,R-MMU-422475,Axon guidance,M1,1,0
1,-3.4,GO:0043405,regulation of MAP kinase activity,M1,1,0
1,-5.1,GO:0030518,intracellular steroid hormone receptor signaling pathway,M1,1,0
1,-2.2,GO:0045060,negative thymic T cell selection,M1,1,0
1,-2.1,GO:0050680,negative regulation of epithelial cell proliferation,M1,1,0
1,-3.8,mmu04662,B cell receptor signaling pathway,M1,1,0
1,-3.8,GO:0080182,histone H3-K4 trimethylation,M1,1,0
1,-2.5,GO:0050672,negative regulation of lymphocyte proliferation,M1,1,0
1,-2.6,GO:0061061,muscle structure development,M1,1,0
1,-8.2,GO:0000956,nuclear-transcribed mRNA catabolic process,M1,1,0
1,-3.5,GO:0098727,maintenance of cell number,M1,1,0
1,-2.7,R-MMU-8941856,RUNX3 regulates NOTCH signaling,M1,1,0
1,-2.7,R-MMU-193648,NRAGE signals death through JNK,M1,1,0
1,-8.3,GO:0007264,small GTPase mediated signal transduction,M1,1,0
1,-2.2,GO:0120035,regulation of plasma membrane bounded cell projection organization,M1,1,0
1,-2.1,GO:0051151,negative regulation of smooth muscle cell differentiation,M1,1,0
1,-3.5,GO:0033169,histone H3-K9 demethylation,M1,1,0
1,-2.7,GO:0071241,cellular response to inorganic substance,M1,1,0
1,-4.1,GO:0097191,extrinsic apoptotic signaling pathway,M1,1,0
1,-4.6,GO:0031400,negative regulation of protein modification process,M1,1,0
1,-2.1,GO:0061050,regulation of cell growth involved in cardiac muscle cell development,M1,1,0
1,-2.3,GO:1902170,cellular response to reactive nitrogen species,M1,1,0
1,-2.5,mmu04915,Estrogen signaling pathway,M1,1,0
1,-7.6,GO:0030155,regulation of cell adhesion,M1,1,0
1,-2.8,GO:0035023,regulation of Rho protein signal transduction,M1,1,0
1,-3.2,GO:0042093,T-helper cell differentiation,M1,1,0
1,-2.7,GO:0050670,regulation of lymphocyte proliferation,M1,1,0
1,-3.8,GO:0044772,mitotic cell cycle phase transition,M1,1,0
1,-11,GO:0017148,negative regulation of translation,M1,1,0
1,-2.6,GO:0021846,cell proliferation in forebrain,M1,1,0
1,-2.1,ko04072,Phospholipase D signaling pathway,M1,1,0
1,-4.1,GO:0045658,regulation of neutrophil differentiation,M1,1,0
1,-3.4,GO:2000045,regulation of G1/S transition of mitotic cell cycle,M1,1,0
1,-4.1,WP407,Kit Receptor Signaling Pathway,M1,1,0
1,-2.3,GO:0032885,regulation of polysaccharide biosynthetic process,M1,1,0
1,-2.8,GO:0071354,cellular response to interleukin-6,M1,1,0
1,-2.5,GO:0007346,regulation of mitotic cell cycle,M1,1,0
1,-2.5,R-MMU-5663220,RHO GTPases Activate Formins,M1,1,0
1,-2.1,GO:0051052,regulation of DNA metabolic process,M1,1,0
1,-4.6,GO:0042063,gliogenesis,M1,1,0
1,-4.3,R-MMU-429947,Deadenylation of mRNA,M1,1,0
1,-4.3,GO:0000082,G1/S transition of mitotic cell cycle,M1,1,0
1,-2.2,GO:0032328,alanine transport,M1,1,0
1,-4.8,GO:0060213,positive regulation of nuclear-transcribed mRNA poly(A) tail shortening,M1,1,0
1,-3.2,GO:0043491,protein kinase B signaling,M1,1,0
1,-5.4,GO:0022604,regulation of cell morphogenesis,M1,1,0
1,-3,GO:0035264,multicellular organism growth,M1,1,0
1,-2.9,mmu04340,Hedgehog signaling pathway,M1,1,0
1,-2.8,ko03018,RNA degradation,M1,1,0
1,-2.6,GO:0048146,positive regulation of fibroblast proliferation,M1,1,0
1,-5,GO:0043549,regulation of kinase activity,M1,1,0
1,-2.6,GO:0008361,regulation of cell size,M1,1,0
1,-4.7,mmu05215,Prostate cancer,M1,1,0
1,-2.4,GO:0061458,reproductive system development,M1,1,0
1,-2.3,GO:0010001,glial cell differentiation,M1,1,0
1,-3.9,GO:1902107,positive regulation of leukocyte differentiation,M1,1,0
1,-3.6,GO:0006397,mRNA processing,M1,1,0
1,-7.3,GO:0009896,positive regulation of catabolic process,M1,1,0
1,-2.8,GO:0120039,plasma membrane bounded cell projection morphogenesis,M1,1,0
1,-2.8,GO:0010559,regulation of glycoprotein biosynthetic process,M1,1,0
1,-2.5,GO:0010827,regulation of glucose transmembrane transport,M1,1,0
1,-2.1,GO:0051170,import into nucleus,M1,1,0
1,-3,GO:1903037,regulation of leukocyte cell-cell adhesion,M1,1,0
1,-3.1,GO:0071243,cellular response to arsenic-containing substance,M1,1,0
1,-2.1,GO:0061042,vascular wound healing,M1,1,0
1,-2.2,GO:0098586,cellular response to virus,M1,1,0
1,-4.7,GO:0097435,supramolecular fiber organization,M1,1,0
1,-5.5,ko04062,Chemokine signaling pathway,M1,1,0
1,-3.5,GO:0040013,negative regulation of locomotion,M1,1,0
1,-2.8,mmu05100,Bacterial invasion of epithelial cells,M1,1,0
1,-2.3,GO:0001954,positive regulation of cell-matrix adhesion,M1,1,0
1,-2,GO:1990573,potassium ion import across plasma membrane,M1,1,0
1,-3.1,GO:0051568,histone H3-K4 methylation,M1,1,0
1,-2.5,ko04140,Autophagy - animal,M1,1,0
1,-2.2,GO:0018149,peptide cross-linking,M1,1,0
1,-2.2,GO:0010171,body morphogenesis,M1,1,0
1,-3.1,GO:0048144,fibroblast proliferation,M1,1,0
1,-2.3,R-MMU-8849471,"PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases",M1,1,0
1,-2.1,GO:0001822,kidney development,M1,1,0
1,-2.6,ko04664,Fc epsilon RI signaling pathway,M1,1,0
1,-5,GO:0071383,cellular response to steroid hormone stimulus,M1,1,0
1,-2.3,mmu04917,Prolactin signaling pathway,M1,1,0
1,-2.5,GO:0034446,substrate adhesion-dependent cell spreading,M1,1,0
1,-2.3,GO:0001780,neutrophil homeostasis,M1,1,0
1,-3.5,GO:0031579,membrane raft organization,M1,1,0
1,-2.1,GO:0010561,negative regulation of glycoprotein biosynthetic process,M1,1,0
1,-3.1,GO:0002287,alpha-beta T cell activation involved in immune response,M1,1,0
1,-3,GO:0001825,blastocyst formation,M1,1,0
1,-2.6,GO:0006970,response to osmotic stress,M1,1,0
1,-2.5,GO:1903959,regulation of anion transmembrane transport,M1,1,0
1,-2.2,R-MMU-196299,Beta-catenin phosphorylation cascade,M1,1,0
1,-2.2,GO:0046822,regulation of nucleocytoplasmic transport,M1,1,0
1,-3.6,GO:0002363,alpha-beta T cell lineage commitment,M1,1,0
1,-2.5,GO:0051896,regulation of protein kinase B signaling,M1,1,0
1,-4.9,GO:0071417,cellular response to organonitrogen compound,M1,1,0
1,-2.3,GO:0042176,regulation of protein catabolic process,M1,1,0
1,-3.4,GO:0040008,regulation of growth,M1,1,0
1,-3.1,R-MMU-5621575,CD209 (DC-SIGN) signaling,M1,1,0
1,-4.1,GO:0016032,viral process,M1,1,0
1,-2.9,GO:0043249,erythrocyte maturation,M1,1,0
1,-5.9,GO:0001944,vasculature development,M1,1,0
1,-2.8,GO:0006476,protein deacetylation,M1,1,0
1,-2.3,GO:0072110,glomerular mesangial cell proliferation,M1,1,0
1,-2.2,GO:0031058,positive regulation of histone modification,M1,1,0
1,-3,mmu04380,Osteoclast differentiation,M1,1,0
1,-2.6,mmu04022,cGMP-PKG signaling pathway,M1,1,0
1,-2.2,GO:0044042,glucan metabolic process,M1,1,0
1,-3.9,GO:1902105,regulation of leukocyte differentiation,M1,1,0
1,-8.1,GO:0044270,cellular nitrogen compound catabolic process,M1,1,0
1,-6.2,GO:0018105,peptidyl-serine phosphorylation,M1,1,0
1,-3.2,GO:1900153,"positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",M1,1,0
1,-2.7,mmu04330,Notch signaling pathway,M1,1,0
1,-4.7,ko04670,Leukocyte transendothelial migration,M1,1,0
1,-2,R-MMU-168164,Toll Like Receptor 3 (TLR3) Cascade,M1,1,0
1,-3,GO:0051403,stress-activated MAPK cascade,M1,1,0
1,-3,GO:0035507,regulation of myosin-light-chain-phosphatase activity,M1,1,0
1,-2.6,mmu04261,Adrenergic signaling in cardiomyocytes,M1,1,0
1,-4.6,GO:0043086,negative regulation of catalytic activity,M1,1,0
1,-4.3,R-MMU-195258,RHO GTPase Effectors,M1,1,0
1,-3.1,GO:0045974,"regulation of translation, ncRNA-mediated",M1,1,0
1,-2.3,R-MMU-9675108,Nervous system development,M1,1,0
1,-8.8,GO:0010608,posttranscriptional regulation of gene expression,M1,1,0
1,-2.2,GO:0043489,RNA stabilization,M1,1,0
1,-2.7,ko05418,Fluid shear stress and atherosclerosis,M1,1,0
1,-4.3,R-MMU-8953854,Metabolism of RNA,M1,1,0
1,-2.1,GO:0051898,negative regulation of protein kinase B signaling,M1,1,0
1,-3.5,R-MMU-8856828,Clathrin-mediated endocytosis,M1,1,0
1,-4.6,GO:0032956,regulation of actin cytoskeleton organization,M1,1,0
1,-3.6,GO:0032535,regulation of cellular component size,M1,1,0
1,-3.1,GO:1902903,regulation of supramolecular fiber organization,M1,1,0
1,-6,GO:2000637,positive regulation of gene silencing by miRNA,M1,1,0
1,-4.8,mmu04510,Focal adhesion,M1,1,0
1,-4.2,GO:0031398,positive regulation of protein ubiquitination,M1,1,0
1,-2,GO:0051603,proteolysis involved in cellular protein catabolic process,M1,1,0
1,-2.4,GO:0007569,cell aging,M1,1,0
1,-11,GO:0006402,mRNA catabolic process,M1,1,0
1,-3.7,GO:0046651,lymphocyte proliferation,M1,1,0
1,-3.4,GO:0010256,endomembrane system organization,M1,1,0
1,-2.9,GO:1902806,regulation of cell cycle G1/S phase transition,M1,1,0
1,-3.1,GO:0010595,positive regulation of endothelial cell migration,M1,1,0
1,-2,GO:0007519,skeletal muscle tissue development,M1,1,0
1,-3.9,GO:0010632,regulation of epithelial cell migration,M1,1,0
1,-2.4,GO:0032434,regulation of proteasomal ubiquitin-dependent protein catabolic process,M1,1,0
1,-2.1,GO:0001655,urogenital system development,M1,1,0
1,-2.2,GO:0002260,lymphocyte homeostasis,M1,1,0
1,-3.9,GO:0044770,cell cycle phase transition,M1,1,0
1,-5.8,GO:0051493,regulation of cytoskeleton organization,M1,1,0
1,-3.7,GO:2000146,negative regulation of cell motility,M1,1,0
1,-2,GO:0010962,regulation of glucan biosynthetic process,M1,1,0
1,-2.9,R-MMU-3108232,SUMO E3 ligases SUMOylate target proteins,M1,1,0
1,-2,R-MMU-5654736,Signaling by FGFR1,M1,1,0
1,-3,mmu04014,Ras signaling pathway,M1,1,0
1,-2.5,GO:0042129,regulation of T cell proliferation,M1,1,0
1,-3,R-MMU-5653656,Vesicle-mediated transport,M1,1,0
1,-2.2,GO:0061440,kidney vasculature development,M1,1,0
1,-3.1,GO:0048638,regulation of developmental growth,M1,1,0
1,-2.5,GO:0006109,regulation of carbohydrate metabolic process,M1,1,0
1,-2.4,GO:0030866,cortical actin cytoskeleton organization,M1,1,0
1,-3.8,mmu04015,Rap1 signaling pathway,M1,1,0
1,-2.3,GO:0045445,myoblast differentiation,M1,1,0
1,-2.1,ko05214,Glioma,M1,1,0
1,-2.2,GO:0003298,physiological muscle hypertrophy,M1,1,0
1,-3.2,GO:0048145,regulation of fibroblast proliferation,M1,1,0
1,-3.8,ko04662,B cell receptor signaling pathway,M1,1,0
1,-3.1,GO:0048660,regulation of smooth muscle cell proliferation,M1,1,0
1,-2.5,GO:0042752,regulation of circadian rhythm,M1,1,0
1,-7.1,mmu04010,MAPK signaling pathway,M1,1,0
1,-4.2,WP310,mRNA processing,M1,1,0
1,-3.2,GO:0090066,regulation of anatomical structure size,M1,1,0
1,-4.5,GO:0007160,cell-matrix adhesion,M1,1,0
1,-3.6,GO:0035195,gene silencing by miRNA,M1,1,0
1,-3.1,R-MMU-5675221,Negative regulation of MAPK pathway,M1,1,0
1,-3.7,GO:0070120,ciliary neurotrophic factor-mediated signaling pathway,M1,1,0
1,-3.3,GO:1905114,cell surface receptor signaling pathway involved in cell-cell signaling,M1,1,0
1,-2.3,WP1496,Oxidative Damage,M1,1,0
1,-2.3,GO:0007229,integrin-mediated signaling pathway,M1,1,0
1,-3.1,R-MMU-8939211,ESR-mediated signaling,M1,1,0
1,-2.3,GO:0033182,regulation of histone ubiquitination,M1,1,0
1,-2.5,GO:0048608,reproductive structure development,M1,1,0
1,-3.1,GO:0032688,negative regulation of interferon-beta production,M1,1,0
1,-4.1,GO:0043666,regulation of phosphoprotein phosphatase activity,M1,1,0
1,-3.4,GO:0006979,response to oxidative stress,M1,1,0
1,-4.2,GO:0098609,cell-cell adhesion,M1,1,0
1,-2.2,GO:0002685,regulation of leukocyte migration,M1,1,0
1,-2.6,GO:2001233,regulation of apoptotic signaling pathway,M1,1,0
1,-7.1,GO:0018209,peptidyl-serine modification,M1,1,0
1,-5.3,GO:0072678,T cell migration,M1,1,0
1,-3,GO:0042982,amyloid precursor protein metabolic process,M1,1,0
1,-2.2,mmu01521,EGFR tyrosine kinase inhibitor resistance,M1,1,0
1,-6.9,GO:0030335,positive regulation of cell migration,M1,1,0
1,-2.2,GO:0051148,negative regulation of muscle cell differentiation,M1,1,0
1,-2.2,GO:0043154,negative regulation of cysteine-type endopeptidase activity involved in apoptotic process,M1,1,0
1,-2,GO:0070507,regulation of microtubule cytoskeleton organization,M1,1,0
1,-2.5,ko00562,Inositol phosphate metabolism,M1,1,0
1,-2.3,GO:0031344,regulation of cell projection organization,M1,1,0
1,-2.5,GO:0001890,placenta development,M1,1,0
1,-2.2,ko05224,Breast cancer,M1,1,0
1,-4.7,GO:0001817,regulation of cytokine production,M1,1,0
1,-5.2,GO:0030522,intracellular receptor signaling pathway,M1,1,0
1,-2.5,GO:0010611,regulation of cardiac muscle hypertrophy,M1,1,0
1,-11,GO:0006401,RNA catabolic process,M1,1,0
1,-4.1,GO:0018076,N-terminal peptidyl-lysine acetylation,M1,1,0
1,-8,GO:0046777,protein autophosphorylation,M1,1,0
1,-2.1,GO:0051547,regulation of keratinocyte migration,M1,1,0
1,-3.4,GO:1903322,positive regulation of protein modification by small protein conjugation or removal,M1,1,0
1,-2.3,R-MMU-388841,Costimulation by the CD28 family,M1,1,0
1,-2.2,GO:0006606,protein import into nucleus,M1,1,0
1,-3,mmu04910,Insulin signaling pathway,M1,1,0
1,-2.1,GO:1902904,negative regulation of supramolecular fiber organization,M1,1,0
1,-4.9,GO:0043604,amide biosynthetic process,M1,1,0
1,-2.2,WP2432,Spinal Cord Injury,M1,1,0
1,-3.2,GO:0060560,developmental growth involved in morphogenesis,M1,1,0
1,-2.4,R-MMU-448424,Interleukin-17 signaling,M1,1,0
1,-2.2,GO:0042059,negative regulation of epidermal growth factor receptor signaling pathway,M1,1,0
1,-3.7,mmu04668,TNF signaling pathway,M1,1,0
1,-3.5,GO:0022408,negative regulation of cell-cell adhesion,M1,1,0
1,-3.2,GO:1901342,regulation of vasculature development,M1,1,0
1,-2.3,WP723,Wnt Signaling Pathway and Pluripotency,M1,1,0
1,-2.4,GO:0098732,macromolecule deacylation,M1,1,0
1,-3.2,GO:0071363,cellular response to growth factor stimulus,M1,1,0
1,-4,GO:0043368,positive T cell selection,M1,1,0
1,-4.5,GO:0048511,rhythmic process,M1,1,0
1,-4.4,GO:0019221,cytokine-mediated signaling pathway,M1,1,0
1,-3.9,GO:1903708,positive regulation of hemopoiesis,M1,1,0
1,-8.9,GO:0000289,nuclear-transcribed mRNA poly(A) tail shortening,M1,1,0
1,-3.2,GO:0051129,negative regulation of cellular component organization,M1,1,0
1,-2.4,GO:0005976,polysaccharide metabolic process,M1,1,0
1,-3.3,GO:2000060,positive regulation of ubiquitin-dependent protein catabolic process,M1,1,0
1,-2.6,GO:0050866,negative regulation of cell activation,M1,1,0
1,-7.9,GO:0000288,"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",M1,1,0
1,-2.1,GO:0048639,positive regulation of developmental growth,M1,1,0
1,-3.2,GO:2000117,negative regulation of cysteine-type endopeptidase activity,M1,1,0
