_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
1,-9.341811187845545,GO:0061013,M1,1,0,GO Biological Processes,19,regulation of mRNA catabolic process,,-9.341811187845545,5.586595203291646,8.827157361495296,20638,131,564,20,3.5460992907801416,0.7787459332429618,11991|12193|13046|19317|19878|74203|80912|80913|212943|213988|228994|229096|230908|231464|233033|233833|233908|234594|239528|381305,Hnrnpd|Zfp36l2|Celf1|Qk|Rock2|Eif4enif1|Pum1|Pum2|Tent5a|Tnrc6b|Ythdf1|Ythdf3|Tardbp|Cnot6l|Samd4b|Tnrc6a|Fus|Cnot1|Ago2|Rc3h1,-6.23661903440826,0,1,0,0,-12.198411323540192,11.867740080506037,
1,-9.127494980675635,GO:0031331,M1,1,0,GO Biological Processes,19,positive regulation of cellular catabolic process,,-9.127494980675635,3.292357198855038,7.650700052645444,20638,389,564,35,6.205673758865248,1.0158818524287512,11651|11991|12193|12398|12795|13046|13132|13179|15511|16971|18718|19211|19229|19317|19878|21938|56490|74203|80912|93679|93687|209387|211770|213988|216157|228994|229096|230908|231464|233833|234594|239528|252972|381305|606496,Akt1|Hnrnpd|Zfp36l2|Cbfa2t3|Plk3|Celf1|Dab2|Dcn|Hspa1b|Lrp1|Pip4k2a|Pten|Ptk2b|Qk|Rock2|Tnfrsf1b|Zbtb20|Eif4enif1|Pum1|Trim8|Csnk1a1|Trim30d|Trib1|Tnrc6b|Tmem259|Ythdf1|Ythdf3|Tardbp|Cnot6l|Tnrc6a|Cnot1|Ago2|Tpcn1|Rc3h1|Gsk3a,-6.050331550838594,0,1,0,0,-12.198411323540192,11.867740080506037,
1,-9.055970977682854,GO:1903313,M1,1,0,GO Biological Processes,19,positive regulation of mRNA metabolic process,,-9.055970977682854,6.479868498817967,9.02049281720854,20638,96,564,17,3.0141843971631204,0.7199452453276406,11991|12193|13046|19317|19878|20637|74203|80912|213988|228994|229096|230908|231464|233833|234594|239528|381305,Hnrnpd|Zfp36l2|Celf1|Qk|Rock2|Snrnp70|Eif4enif1|Pum1|Tnrc6b|Ythdf1|Ythdf3|Tardbp|Cnot6l|Tnrc6a|Cnot1|Ago2|Rc3h1,-6.005136486568162,0,1,0,0,-12.198411323540192,11.867740080506037,
1,-9.030386650998214,GO:0061157,M1,1,0,GO Biological Processes,19,mRNA destabilization,,-9.030386650998214,11.838652482269504,10.601928082527005,20638,34,564,11,1.950354609929078,0.5822912341453162,11991|12193|13046|19317|19878|80912|228994|229096|230908|231464|381305,Hnrnpd|Zfp36l2|Celf1|Qk|Rock2|Pum1|Ythdf1|Ythdf3|Tardbp|Cnot6l|Rc3h1,-6.004375743608554,0,1,0,0,-12.198411323540192,11.867740080506037,
1,-8.789258808001556,GO:0010608,M1,1,0,GO Biological Processes,19,posttranscriptional regulation of gene expression,,-8.789258808001556,2.825132978723404,7.231137797541838,20638,544,564,42,7.446808510638298,1.105455438755431,11651|11991|12193|13046|13205|13209|13688|16589|17347|18033|19229|19317|19401|19878|20185|20602|21938|29806|73826|74203|80912|80913|104625|192160|211006|212943|213753|213988|228994|229096|230908|231207|231464|232791|233033|233833|233908|234594|239528|242248|328572|381305,Akt1|Hnrnpd|Zfp36l2|Celf1|Ddx3x|Ddx6|Eif4ebp2|Uhmk1|Mknk2|Nfkb1|Ptk2b|Qk|Rara|Rock2|Ncor1|Ncor2|Tnfrsf1b|Limd1|Poldip3|Eif4enif1|Pum1|Pum2|Cnot6|Casc3|Sepsecs|Tent5a|Zfp598|Tnrc6b|Ythdf1|Ythdf3|Tardbp|Cpeb2|Cnot6l|Cnot3|Samd4b|Tnrc6a|Fus|Cnot1|Ago2|Bank1|Ep300|Rc3h1,-5.850398076330796,0,1,0,0,-12.198411323540192,11.867740080506037,
1,-8.425395196076364,GO:0034655,M1,1,0,GO Biological Processes,19,nucleobase-containing compound catabolic process,,-8.425395196076364,3.228723404255319,7.2908012704167335,20638,374,564,33,5.851063829787234,0.9882926704931563,11717|11783|11991|12193|13046|19317|19878|21938|72587|74203|80912|80913|104625|108077|192160|212943|213988|214597|228994|229096|229512|229663|230908|231464|232791|233033|233789|233833|233908|234594|239528|246728|381305,Ampd3|Apaf1|Hnrnpd|Zfp36l2|Celf1|Qk|Rock2|Tnfrsf1b|Pan3|Eif4enif1|Pum1|Pum2|Cnot6|Skiv2l|Casc3|Tent5a|Tnrc6b|Sidt2|Ythdf1|Ythdf3|Smg5|Csde1|Tardbp|Cnot6l|Cnot3|Samd4b|Smg1|Tnrc6a|Fus|Cnot1|Ago2|Oas2|Rc3h1,-5.559085131554216,0,1,0,0,-12.198411323540192,11.867740080506037,
1,-8.293482238321104,GO:0031329,M1,1,0,GO Biological Processes,19,regulation of cellular catabolic process,,-8.293482238321104,2.483404058859355,6.80100160186946,20638,722,564,49,8.687943262411348,1.1859953835664285,11651|11783|11991|12043|12193|12398|12795|13046|13132|13179|15511|16154|16971|18718|18763|19046|19211|19229|19317|19878|21938|30955|56353|56490|74203|80912|80913|93679|93687|103573|209387|211770|212943|213988|216157|228994|229096|230908|231464|232286|233033|233789|233833|233908|234594|239528|252972|381305|606496,Akt1|Apaf1|Hnrnpd|Bcl2|Zfp36l2|Cbfa2t3|Plk3|Celf1|Dab2|Dcn|Hspa1b|Il10ra|Lrp1|Pip4k2a|Pkd1|Ppp1cb|Pten|Ptk2b|Qk|Rock2|Tnfrsf1b|Pik3cg|Rybp|Zbtb20|Eif4enif1|Pum1|Pum2|Trim8|Csnk1a1|Xpo1|Trim30d|Trib1|Tent5a|Tnrc6b|Tmem259|Ythdf1|Ythdf3|Tardbp|Cnot6l|Tmf1|Samd4b|Smg1|Tnrc6a|Fus|Cnot1|Ago2|Tpcn1|Rc3h1|Gsk3a,-5.469535597782005,0,1,0,0,-12.198411323540192,11.867740080506037,
1,-8.08670983911596,GO:0044270,M1,1,0,GO Biological Processes,19,cellular nitrogen compound catabolic process,,-8.08670983911596,3.0643713097858365,7.041696412853918,20638,406,564,34,6.028368794326241,1.002210012808411,11717|11783|11991|12193|13046|19317|19878|21938|72587|74203|80912|80913|104625|108077|192160|212943|213988|214133|214597|228994|229096|229512|229663|230908|231464|232791|233033|233789|233833|233908|234594|239528|246728|381305,Ampd3|Apaf1|Hnrnpd|Zfp36l2|Celf1|Qk|Rock2|Tnfrsf1b|Pan3|Eif4enif1|Pum1|Pum2|Cnot6|Skiv2l|Casc3|Tent5a|Tnrc6b|Tet2|Sidt2|Ythdf1|Ythdf3|Smg5|Csde1|Tardbp|Cnot6l|Cnot3|Samd4b|Smg1|Tnrc6a|Fus|Cnot1|Ago2|Oas2|Rc3h1,-5.296788120457267,0,1,0,0,-12.198411323540192,11.867740080506037,
1,-8.059891619763006,GO:0046700,M1,1,0,GO Biological Processes,19,heterocycle catabolic process,,-8.059891619763006,3.056842141948525,7.02482266851876,20638,407,564,34,6.028368794326241,1.002210012808411,11717|11783|11991|12193|13046|19317|19878|21938|72587|74203|80912|80913|104625|108077|192160|212943|213988|214133|214597|228994|229096|229512|229663|230908|231464|232791|233033|233789|233833|233908|234594|239528|246728|381305,Ampd3|Apaf1|Hnrnpd|Zfp36l2|Celf1|Qk|Rock2|Tnfrsf1b|Pan3|Eif4enif1|Pum1|Pum2|Cnot6|Skiv2l|Casc3|Tent5a|Tnrc6b|Tet2|Sidt2|Ythdf1|Ythdf3|Smg5|Csde1|Tardbp|Cnot6l|Cnot3|Samd4b|Smg1|Tnrc6a|Fus|Cnot1|Ago2|Oas2|Rc3h1,-5.283758185589946,0,1,0,0,-12.198411323540192,11.867740080506037,
1,-7.694412037986911,GO:0019439,M1,1,0,GO Biological Processes,19,aromatic compound catabolic process,,-7.694412037986911,2.9551894341402605,6.793872749275436,20638,421,564,34,6.028368794326241,1.002210012808411,11717|11783|11991|12193|13046|19317|19878|21938|72587|74203|80912|80913|104625|108077|192160|212943|213988|214133|214597|228994|229096|229512|229663|230908|231464|232791|233033|233789|233833|233908|234594|239528|246728|381305,Ampd3|Apaf1|Hnrnpd|Zfp36l2|Celf1|Qk|Rock2|Tnfrsf1b|Pan3|Eif4enif1|Pum1|Pum2|Cnot6|Skiv2l|Casc3|Tent5a|Tnrc6b|Tet2|Sidt2|Ythdf1|Ythdf3|Smg5|Csde1|Tardbp|Cnot6l|Cnot3|Samd4b|Smg1|Tnrc6a|Fus|Cnot1|Ago2|Oas2|Rc3h1,-4.992912222110755,0,1,0,0,-12.198411323540192,11.867740080506037,
1,-7.534454813391763,GO:0043487,M1,1,0,GO Biological Processes,19,regulation of RNA stability,,-7.534454813391763,5.183894799054373,7.704593685777245,20638,120,564,17,3.0141843971631204,0.7199452453276406,11991|12193|13046|19317|19878|21938|74203|80912|80913|212943|228994|229096|230908|231464|233033|233908|381305,Hnrnpd|Zfp36l2|Celf1|Qk|Rock2|Tnfrsf1b|Eif4enif1|Pum1|Pum2|Tent5a|Ythdf1|Ythdf3|Tardbp|Cnot6l|Samd4b|Fus|Rc3h1,-4.865955257618532,0,1,0,0,-12.198411323540192,11.867740080506037,
1,-7.466539929482346,GO:0043488,M1,1,0,GO Biological Processes,19,regulation of mRNA stability,,-7.466539929482346,5.47173062901836,7.773352207665812,20638,107,564,16,2.8368794326241136,0.6990876251999748,11991|12193|13046|19317|19878|74203|80912|80913|212943|228994|229096|230908|231464|233033|233908|381305,Hnrnpd|Zfp36l2|Celf1|Qk|Rock2|Eif4enif1|Pum1|Pum2|Tent5a|Ythdf1|Ythdf3|Tardbp|Cnot6l|Samd4b|Fus|Rc3h1,-4.818724972568967,0,1,0,0,-12.198411323540192,11.867740080506037,
1,-7.421121940662215,GO:1901361,M1,1,0,GO Biological Processes,19,organic cyclic compound catabolic process,,-7.421121940662215,2.8272118109373285,6.591275918873777,20638,453,564,35,6.205673758865248,1.0158818524287512,11717|11783|11991|12193|13046|19317|19878|21938|72587|74203|80912|80913|104625|108077|114664|192160|212943|213988|214133|214597|228994|229096|229512|229663|230908|231464|232791|233033|233789|233833|233908|234594|239528|246728|381305,Ampd3|Apaf1|Hnrnpd|Zfp36l2|Celf1|Qk|Rock2|Tnfrsf1b|Pan3|Eif4enif1|Pum1|Pum2|Cnot6|Skiv2l|Hsd17b11|Casc3|Tent5a|Tnrc6b|Tet2|Sidt2|Ythdf1|Ythdf3|Smg5|Csde1|Tardbp|Cnot6l|Cnot3|Samd4b|Smg1|Tnrc6a|Fus|Cnot1|Ago2|Oas2|Rc3h1,-4.783291204655437,0,1,0,0,-12.198411323540192,11.867740080506037,
1,-7.326506862886481,GO:0009896,M1,1,0,GO Biological Processes,19,positive regulation of catabolic process,,-7.326506862886481,2.802465974517746,6.531301138354791,20638,457,564,35,6.205673758865248,1.0158818524287512,11651|11991|12193|12398|12795|13046|13132|13179|15511|16971|18718|19211|19229|19317|19878|21938|56490|74203|80912|93679|93687|209387|211770|213988|216157|228994|229096|230908|231464|233833|234594|239528|252972|381305|606496,Akt1|Hnrnpd|Zfp36l2|Cbfa2t3|Plk3|Celf1|Dab2|Dcn|Hspa1b|Lrp1|Pip4k2a|Pten|Ptk2b|Qk|Rock2|Tnfrsf1b|Zbtb20|Eif4enif1|Pum1|Trim8|Csnk1a1|Trim30d|Trib1|Tnrc6b|Tmem259|Ythdf1|Ythdf3|Tardbp|Cnot6l|Tnrc6a|Cnot1|Ago2|Tpcn1|Rc3h1|Gsk3a,-4.7173213083292325,0,1,0,0,-12.198411323540192,11.867740080506037,
1,-5.790127372867506,GO:0006412,M1,1,0,GO Biological Processes,19,translation,,-5.790127372867506,2.2833531914893617,5.461047828020252,20638,625,564,39,6.914893617021277,1.0683001742738587,11651|11991|12193|13046|13205|13209|13682|13688|16589|17347|19229|19317|19401|19878|20042|66845|73826|74203|80912|80913|104625|121022|192160|211006|213753|213988|228994|229096|230908|231207|231464|232791|233033|233833|234594|239528|242248|328572|381305,Akt1|Hnrnpd|Zfp36l2|Celf1|Ddx3x|Ddx6|Eif4a2|Eif4ebp2|Uhmk1|Mknk2|Ptk2b|Qk|Rara|Rock2|Rps12|Mrpl33|Poldip3|Eif4enif1|Pum1|Pum2|Cnot6|Mrps6|Casc3|Sepsecs|Zfp598|Tnrc6b|Ythdf1|Ythdf3|Tardbp|Cpeb2|Cnot6l|Cnot3|Samd4b|Tnrc6a|Cnot1|Ago2|Bank1|Ep300|Rc3h1,-3.4865675656633877,0,1,0,0,-12.198411323540192,11.867740080506037,
1,-5.397824607503461,GO:0043043,M1,1,0,GO Biological Processes,19,peptide biosynthetic process,,-5.397824607503461,2.198914860833361,5.201888415250339,20638,649,564,39,6.914893617021277,1.0683001742738587,11651|11991|12193|13046|13205|13209|13682|13688|16589|17347|19229|19317|19401|19878|20042|66845|73826|74203|80912|80913|104625|121022|192160|211006|213753|213988|228994|229096|230908|231207|231464|232791|233033|233833|234594|239528|242248|328572|381305,Akt1|Hnrnpd|Zfp36l2|Celf1|Ddx3x|Ddx6|Eif4a2|Eif4ebp2|Uhmk1|Mknk2|Ptk2b|Qk|Rara|Rock2|Rps12|Mrpl33|Poldip3|Eif4enif1|Pum1|Pum2|Cnot6|Mrps6|Casc3|Sepsecs|Zfp598|Tnrc6b|Ythdf1|Ythdf3|Tardbp|Cpeb2|Cnot6l|Cnot3|Samd4b|Tnrc6a|Cnot1|Ago2|Bank1|Ep300|Rc3h1,-3.1809991842374132,0,1,0,0,-12.198411323540192,11.867740080506037,
1,-4.861669865790687,GO:0043604,M1,1,0,GO Biological Processes,19,amide biosynthetic process,,-4.861669865790687,2.019543154304247,4.803617259931559,20638,761,564,42,7.446808510638298,1.105455438755431,11651|11991|12193|13046|13205|13209|13682|13688|16589|17347|19229|19317|19401|19878|20042|22234|50935|66845|73826|74203|80912|80913|104625|121022|192160|208449|211006|213753|213988|228994|229096|230908|231207|231464|232791|233033|233833|234594|239528|242248|328572|381305,Akt1|Hnrnpd|Zfp36l2|Celf1|Ddx3x|Ddx6|Eif4a2|Eif4ebp2|Uhmk1|Mknk2|Ptk2b|Qk|Rara|Rock2|Rps12|Ugcg|St6galnac6|Mrpl33|Poldip3|Eif4enif1|Pum1|Pum2|Cnot6|Mrps6|Casc3|Sgms1|Sepsecs|Zfp598|Tnrc6b|Ythdf1|Ythdf3|Tardbp|Cpeb2|Cnot6l|Cnot3|Samd4b|Tnrc6a|Cnot1|Ago2|Bank1|Ep300|Rc3h1,-2.7735110516521826,0,1,0,0,-12.198411323540192,11.867740080506037,
1,-10.857620564902591,R-MMU-194315,M1,1,0,Reactome Gene Sets,6,Signaling by Rho GTPases,,-10.857620564902591,2.8755040487820867,8.137494248201392,20638,649,564,51,9.042553191489361,1.2076055897977107,13058|13367|14269|16801|19046|19053|19878|20663|20742|20868|20874|22284|23853|23943|26403|26554|26931|29875|57294|57778|64652|66713|68524|69581|70719|71302|72754|75547|76626|76707|94176|98386|99982|102098|103573|104215|106504|140579|192176|210998|213498|215280|216965|217866|219140|226652|226849|263406|319171|320795|100043813,Cybb|Diaph1|Fnbp1|Arhgef1|Ppp1cb|Ppp2cb|Rock2|Sos2|Sptbn1|Stk10|Slk|Usp9x|Def6|Esyt1|Map3k11|Cul3|Ppp2r5c|Iqgap1|Rps27|Fmnl1|Nisch|Actr2|Wipf2|Rhou|Arhgap45|Arhgap26|Arhgef10l|Akap13|Msi2|Clasp1|Dock2|Lbr|Kdm1a|Arhgef18|Xpo1|Rhoq|Stk38|Elmo2|Flna|Fam91a1|Arhgef11|Wipf1|Taok1|Cdc42bpb|Spata13|Arhgap30|Ppp2r5a|Plekhg3|H2ac24|Pkn1|Rps27rt,-7.435632081407201,0,2,1,1,-10.857620564902591,6.553826611622737,
1,-10.495852234508332,R-MMU-9716542,M1,1,0,Reactome Gene Sets,6,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",,-10.495852234508332,2.8105453729812866,7.9488957999206535,20638,664,564,51,9.042553191489361,1.2076055897977107,13058|13367|14269|16801|19046|19053|19878|20663|20742|20868|20874|22284|23853|23943|26403|26554|26931|29875|57294|57778|64652|66713|68524|69581|70719|71302|72754|75547|76626|76707|94176|98386|99982|102098|103573|104215|106504|140579|192176|210998|213498|215280|216965|217866|219140|226652|226849|263406|319171|320795|100043813,Cybb|Diaph1|Fnbp1|Arhgef1|Ppp1cb|Ppp2cb|Rock2|Sos2|Sptbn1|Stk10|Slk|Usp9x|Def6|Esyt1|Map3k11|Cul3|Ppp2r5c|Iqgap1|Rps27|Fmnl1|Nisch|Actr2|Wipf2|Rhou|Arhgap45|Arhgap26|Arhgef10l|Akap13|Msi2|Clasp1|Dock2|Lbr|Kdm1a|Arhgef18|Xpo1|Rhoq|Stk38|Elmo2|Flna|Fam91a1|Arhgef11|Wipf1|Taok1|Cdc42bpb|Spata13|Arhgap30|Ppp2r5a|Plekhg3|H2ac24|Pkn1|Rps27rt,-7.255961507173591,0,2,0,0,-10.857620564902591,6.553826611622737,
1,-9.376059363263643,R-MMU-9012999,M1,1,0,Reactome Gene Sets,6,RHO GTPase cycle,,-9.376059363263643,3.2932978723404256,7.763410348742305,20638,400,564,36,6.382978723404255,1.029317972014674,13058|13367|14269|16801|19878|20663|20742|20868|20874|22284|23853|23943|26403|26554|29875|57778|64652|69581|70719|71302|72754|75547|76626|94176|98386|102098|104215|106504|140579|210998|213498|217866|219140|226652|263406|320795,Cybb|Diaph1|Fnbp1|Arhgef1|Rock2|Sos2|Sptbn1|Stk10|Slk|Usp9x|Def6|Esyt1|Map3k11|Cul3|Iqgap1|Fmnl1|Nisch|Rhou|Arhgap45|Arhgap26|Arhgef10l|Akap13|Msi2|Dock2|Lbr|Arhgef18|Rhoq|Stk38|Elmo2|Fam91a1|Arhgef11|Cdc42bpb|Spata13|Arhgap30|Plekhg3|Pkn1,-6.240903986448915,0,2,0,0,-10.857620564902591,6.553826611622737,
1,-7.571690757433086,R-MMU-8980692,M1,1,0,Reactome Gene Sets,6,RHOA GTPase cycle,,-7.571690757433086,4.915369958717053,7.621698783717706,20638,134,564,18,3.1914893617021276,0.7401400718308037,13367|16801|19878|20868|20874|23853|29875|70719|71302|72754|75547|94176|98386|102098|213498|226652|263406|320795,Diaph1|Arhgef1|Rock2|Stk10|Slk|Def6|Iqgap1|Arhgap45|Arhgap26|Arhgef10l|Akap13|Dock2|Lbr|Arhgef18|Arhgef11|Arhgap30|Plekhg3|Pkn1,-4.892467336268083,0,2,0,0,-10.857620564902591,6.553826611622737,
1,-6.628119265983869,R-MMU-9013106,M1,1,0,Reactome Gene Sets,6,RHOC GTPase cycle,,-6.628119265983869,6.553826611622737,7.632167455401349,20638,67,564,12,2.127659574468085,0.6076332153825528,13367|16801|19878|20868|20874|29875|71302|72754|75547|98386|213498|320795,Diaph1|Arhgef1|Rock2|Stk10|Slk|Iqgap1|Arhgap26|Arhgef10l|Akap13|Lbr|Arhgef11|Pkn1,-4.135614473386192,0,2,0,0,-10.857620564902591,6.553826611622737,
