Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
MyList,GO Biological Processes,19,GO:0045667,regulation of osteoblast differentiation,,-5.8,4.1,6.3,18969,139,527,16,3,0.75,11622|11911|12387|15902|15951|16193|16478|17127|18128|20354|20481|22057|22339|26379|56637|215653,Ahr|Atf4|Ctnnb1|Id2|Ifi204|Il6|Jund|Smad3|Notch1|Sema4d|Ski|Tob1|Vegfa|Esrra|Gsk3b|Rassf2,-3.6
MyList,GO Biological Processes,19,GO:0042177,negative regulation of protein catabolic process,,-5.8,4.4,6.4,18969,123,527,15,2.8,0.72,12995|13121|15357|15516|17127|18550|21857|30940|54375|65019|80750|101943|105689|108155|252870,Csnk2a1|Cyp51|Hmgcr|Hsp90ab1|Smad3|Furin|Timp1|Usp25|Azin1|Rpl23|N4bp1|Sf3b3|Mycbp2|Ogt|Usp7,-3.6
MyList,GO Biological Processes,19,GO:0007159,leukocyte cell-cell adhesion,,-5.7,2.8,5.7,18969,350,527,27,5.1,0.96,11501|11846|12333|12505|12519|15505|15519|16179|16190|16193|16402|16600|19204|19261|19419|19877|20296|20354|20963|20971|21825|22042|68268|108078|216799|230738|245126,Adam8|Arg1|Capn1|Cd44|Cd80|Hsph1|Hsp90aa1|Irak1|Il4ra|Il6|Itga5|Klf4|Ptafr|Sirpa|Rasgrp1|Rock1|Ccl2|Sema4d|Syk|Sdc4|Thbs1|Tfrc|Zdhhc21|Olr1|Nlrp3|Zc3h12a|Tarm1,-3.6
MyList,GO Biological Processes,19,GO:0051098,regulation of binding,,-5.7,2.6,5.6,18969,394,527,29,5.5,0.99,11938|12387|12575|13063|13198|13542|15516|15902|16452|16600|16848|16878|17127|17191|18102|18793|19052|19877|20194|20481|21844|24075|50754|56637|67784|93759|98415|107182|224647,Atp2a2|Ctnnb1|Cdkn1a|Cycs|Ddit3|Dvl1|Hsp90ab1|Id2|Jak2|Klf4|Lfng|Lif|Smad3|Mbd2|Nme1|Plaur|Ppp2ca|Rock1|S100a10|Ski|Tiam1|Taf10|Fbxw7|Gsk3b|Plxnd1|Sirt1|Nucks1|Btaf1|Ilrun,-3.5
MyList,GO Biological Processes,19,GO:0048771,tissue remodeling,,-5.7,3.5,6,18969,194,527,19,3.6,0.81,11501|11622|12333|12387|15251|16193|16878|16974|19664|19877|20963|21817|21857|22042|22339|23849|56637|66923|215653,Adam8|Ahr|Capn1|Ctnnb1|Hif1a|Il6|Lif|Lrp6|Rbpj|Rock1|Syk|Tgm2|Timp1|Tfrc|Vegfa|Klf6|Gsk3b|Pbrm1|Rassf2,-3.5
MyList,GO Biological Processes,19,GO:0045859,regulation of protein kinase activity,,-5.7,2.2,5.3,18969,672,527,41,7.8,1.2,11501|12444|12575|13542|14254|15357|15502|15505|15516|15519|16001|16179|16193|16452|16706|16798|16974|18712|19052|19303|19419|20655|20963|20971|21825|21844|21929|22339|24136|26914|50754|56637|56706|70834|93759|109700|109910|192231|215653|224105|100037258,Adam8|Ccnd2|Cdkn1a|Dvl1|Flt1|Hmgcr|Dnaja1|Hsph1|Hsp90ab1|Hsp90aa1|Igf1r|Irak1|Il6|Jak2|Ksr1|Lats1|Lrp6|Pim1|Ppp2ca|Pxn|Rasgrp1|Sod1|Syk|Sdc4|Thbs1|Tiam1|Tnfaip3|Vegfa|Zeb2|Macroh2a1|Fbxw7|Gsk3b|Ccnl1|Spag9|Sirt1|Itga1|Zfp91|Hexim1|Rassf2|Pak2|Dnajc3,-3.5
MyList,KEGG Pathway,24,mmu04260,Cardiac muscle contraction,,-5.6,5.3,6.6,18969,81,527,12,2.3,0.65,11938|12856|12864|12866|12867|19225|22272|66142|66152|66576|66594|67530,Atp2a2|Cox17|Cox6c|Cox7a2|Cox7c|Ptgs2|Uqcrq|Cox7b|Uqcr10|Uqcrh|Uqcr11|Uqcrb,-3.5
MyList,GO Biological Processes,19,GO:0043549,regulation of kinase activity,,-5.6,2.1,5.3,18969,771,527,45,8.5,1.2,11501|12444|12575|13542|14254|14289|15357|15502|15505|15516|15519|16001|16179|16193|16452|16706|16798|16974|18712|19052|19303|19419|20655|20963|20971|21825|21844|21929|22325|22339|24136|26914|50754|56637|56706|70834|93759|109700|109910|192231|215653|224105|231659|384783|100037258,Adam8|Ccnd2|Cdkn1a|Dvl1|Flt1|Fpr2|Hmgcr|Dnaja1|Hsph1|Hsp90ab1|Hsp90aa1|Igf1r|Irak1|Il6|Jak2|Ksr1|Lats1|Lrp6|Pim1|Ppp2ca|Pxn|Rasgrp1|Sod1|Syk|Sdc4|Thbs1|Tiam1|Tnfaip3|Vav2|Vegfa|Zeb2|Macroh2a1|Fbxw7|Gsk3b|Ccnl1|Spag9|Sirt1|Itga1|Zfp91|Hexim1|Rassf2|Pak2|Gcn1|Irs2|Dnajc3,-3.5
MyList,GO Biological Processes,19,GO:0042254,ribosome biogenesis,,-5.6,3,5.7,18969,292,527,24,4.6,0.91,14113|18432|19942|20054|20068|20088|20116|24015|54127|56200|57741|57808|66481|66489|66942|67040|67671|67941|69713|75617|75751|110954|214627|268449,Fbl|Mybbp1a|Rpl27|Rps15|Rps17|Rps24|Rps8|Abce1|Rps28|Ddx21|Noc2l|Rpl35a|Rps21|Rpl35|Ddx18|Ddx17|Rpl38|Rps27l|Pin4|Rps25|Ipo4|Rpl10|Tent4b|Rpl23a,-3.5
MyList,GO Biological Processes,19,GO:0035966,response to topologically incorrect protein,,-5.6,4,6.1,18969,143,527,16,3,0.75,11911|12317|12330|13198|14828|15505|15519|21825|27362|27368|74126|74840|109815|192193|320011|100037258,Atf4|Calr|Canx|Ddit3|Hspa5|Hsph1|Hsp90aa1|Thbs1|Dnajb9|Tbl2|Syvn1|Manf|Selenos|Edem1|Uggt1|Dnajc3,-3.5
MyList,GO Biological Processes,19,GO:1903409,reactive oxygen species biosynthetic process,,-5.6,4.3,6.2,18969,127,527,15,2.8,0.72,11652|11951|12633|15519|16193|16452|16549|16600|17127|19225|19261|20655|93759|108155|230738,Akt2|Atp5g1|Cflar|Hsp90aa1|Il6|Jak2|Khsrp|Klf4|Smad3|Ptgs2|Sirpa|Sod1|Sirt1|Ogt|Zc3h12a,-3.5
MyList,GO Biological Processes,19,GO:0001819,positive regulation of cytokine production,,-5.6,2.5,5.5,18969,443,527,31,5.9,1,11501|11911|12363|12611|13198|15251|15519|15951|16179|16190|16193|16452|17127|17164|18413|18550|19204|19225|19419|20296|20539|20655|20963|21825|22411|56200|56619|170779|214855|216799|245126,Adam8|Atf4|Casp4|Cebpg|Ddit3|Hif1a|Hsp90aa1|Ifi204|Irak1|Il4ra|Il6|Jak2|Smad3|Mapkapk2|Osm|Furin|Ptafr|Ptgs2|Rasgrp1|Ccl2|Slc7a5|Sod1|Syk|Thbs1|Wnt11|Ddx21|Clec4e|Cd209d|Arid5a|Nlrp3|Tarm1,-3.4
MyList,GO Biological Processes,19,GO:0006401,RNA catabolic process,,-5.6,3.1,5.7,18969,254,527,22,4.2,0.87,15381|16549|17164|19704|19877|22057|22339|23879|56403|60365|66441|70640|73158|76936|77134|210106|214290|214627|217980|225363|230738|234699,Hnrnpc|Khsrp|Mapkapk2|Upf1|Rock1|Tob1|Vegfa|Fxr2|Syncrip|Rbm8a|Magohb|Dcp2|Larp1|Hnrnpm|Hnrnpa0|Tent4a|Tut7|Tent4b|Larp4b|Etf1|Zc3h12a|Edc4,-3.4
MyList,GO Biological Processes,19,GO:2001243,negative regulation of intrinsic apoptotic signaling pathway,,-5.6,4.8,6.4,18969,97,527,13,2.5,0.68,12282|12505|15251|15502|15505|17210|18793|19225|56449|57741|74126|93759|109815,Hyou1|Cd44|Hif1a|Dnaja1|Hsph1|Mcl1|Plaur|Ptgs2|Ybx3|Noc2l|Syvn1|Sirt1|Selenos,-3.4
MyList,GO Biological Processes,19,GO:0080164,regulation of nitric oxide metabolic process,,-5.5,5.7,6.7,18969,69,527,11,2.1,0.62,11652|15519|16193|16452|16549|16600|17127|19225|19261|109815|230738,Akt2|Hsp90aa1|Il6|Jak2|Khsrp|Klf4|Smad3|Ptgs2|Sirpa|Selenos|Zc3h12a,-3.4
MyList,GO Biological Processes,19,GO:0007623,circadian rhythm,,-5.5,3.3,5.8,18969,217,527,20,3.8,0.83,11622|11911|12916|15902|16193|18432|18626|19377|20439|20893|50754|56637|59027|71514|93759|105689|108155|232087|252870|268903,Ahr|Atf4|Crem|Id2|Il6|Mybbp1a|Per1|Rai1|Siah2|Bhlhe40|Fbxw7|Gsk3b|Nampt|Sfpq|Sirt1|Mycbp2|Ogt|Mat2a|Usp7|Nrip1,-3.4
MyList,GO Biological Processes,19,GO:0048732,gland development,,-5.5,2.5,5.4,18969,468,527,32,6.1,1,11622|12125|12333|12387|12505|12633|14104|15251|15902|16001|16193|16452|16468|16658|16798|16974|17127|18102|18128|18793|18844|19664|20807|21817|21929|22339|24075|67784|68268|140740|216233|384783,Ahr|Bcl2l11|Capn1|Ctnnb1|Cd44|Cflar|Fasn|Hif1a|Id2|Igf1r|Il6|Jak2|Jarid2|Mafb|Lats1|Lrp6|Smad3|Nme1|Notch1|Plaur|Plxna1|Rbpj|Srf|Tgm2|Tnfaip3|Vegfa|Taf10|Plxnd1|Zdhhc21|Sec63|Socs2|Irs2,-3.4
MyList,GO Biological Processes,19,GO:0051345,positive regulation of hydrolase activity,,-5.5,2.3,5.3,18969,537,527,35,6.6,1.1,11652|12125|12363|12633|13063|14254|15516|16452|17127|18538|19052|19204|19419|20194|20293|20296|20305|20306|20354|20963|21844|22339|22411|54483|56637|67941|93759|107746|108911|108954|109700|170625|216799|223752|233489,Akt2|Bcl2l11|Casp4|Cflar|Cycs|Flt1|Hsp90ab1|Jak2|Smad3|Pcna|Ppp2ca|Ptafr|Rasgrp1|S100a10|Ccl12|Ccl2|Ccl6|Ccl7|Sema4d|Syk|Tiam1|Vegfa|Wnt11|Mefv|Gsk3b|Rps27l|Sirt1|Rapgef1|Rcc2|Ppp1r15b|Itga1|Snx18|Nlrp3|Gramd4|Picalm,-3.4
MyList,GO Biological Processes,19,GO:1990138,neuron projection extension,,-5.5,3.4,5.8,18969,199,527,19,3.6,0.81,11951|12387|12934|13542|13690|15516|15519|16210|18472|18844|20351|20354|20807|21844|22339|56637|70834|75788|233489,Atp5g1|Ctnnb1|Dpysl2|Dvl1|Eif4g2|Hsp90ab1|Hsp90aa1|Impact|Pafah1b1|Plxna1|Sema4a|Sema4d|Srf|Tiam1|Vegfa|Gsk3b|Spag9|Smurf1|Picalm,-3.4
MyList,GO Biological Processes,19,GO:1901652,response to peptide,,-5.5,2.6,5.5,18969,403,527,29,5.5,0.99,11652|11938|12333|12363|12387|13654|14289|14784|16001|16452|17250|18128|18227|19303|19877|21929|26379|56041|56637|65019|67972|69816|93759|98415|108155|216233|228869|231070|384783,Akt2|Atp2a2|Capn1|Casp4|Ctnnb1|Egr2|Fpr2|Grb2|Igf1r|Jak2|Abcc1|Notch1|Nr4a2|Pxn|Rock1|Tnfaip3|Esrra|Uso1|Gsk3b|Rpl23|Atp2b1|Mzb1|Sirt1|Nucks1|Ogt|Socs2|Ncoa5|Insig1|Irs2,-3.4
MyList,GO Biological Processes,19,GO:0071900,regulation of protein serine/threonine kinase activity,,-5.5,2.5,5.4,18969,426,527,30,5.7,1,11501|12444|12575|14254|15357|15502|15516|16001|16179|16706|16798|16974|18712|19052|19303|19419|20655|20963|21825|21844|21929|22339|24136|26914|56637|56706|70834|93759|109700|192231,Adam8|Ccnd2|Cdkn1a|Flt1|Hmgcr|Dnaja1|Hsp90ab1|Igf1r|Irak1|Ksr1|Lats1|Lrp6|Pim1|Ppp2ca|Pxn|Rasgrp1|Sod1|Syk|Thbs1|Tiam1|Tnfaip3|Vegfa|Zeb2|Macroh2a1|Gsk3b|Ccnl1|Spag9|Sirt1|Itga1|Hexim1,-3.4
MyList,GO Biological Processes,19,GO:0030155,regulation of cell adhesion,,-5.5,2.1,5.2,18969,733,527,43,8.2,1.2,11501|11846|12317|12333|12505|12519|15505|15519|16179|16190|16193|16402|16452|16600|16878|17127|18128|18793|18844|19204|19261|19419|19664|19877|20194|20296|20354|20807|20963|20971|21817|21825|21929|22042|22339|56637|67784|68268|74392|108911|216799|230738|245126,Adam8|Arg1|Calr|Capn1|Cd44|Cd80|Hsph1|Hsp90aa1|Irak1|Il4ra|Il6|Itga5|Jak2|Klf4|Lif|Smad3|Notch1|Plaur|Plxna1|Ptafr|Sirpa|Rasgrp1|Rbpj|Rock1|S100a10|Ccl2|Sema4d|Srf|Syk|Sdc4|Tgm2|Thbs1|Tnfaip3|Tfrc|Vegfa|Gsk3b|Plxnd1|Zdhhc21|Specc1l|Rcc2|Nlrp3|Zc3h12a|Tarm1,-3.4
MyList,GO Biological Processes,19,GO:0043410,positive regulation of MAPK cascade,,-5.5,2.4,5.3,18969,518,527,34,6.5,1.1,11501|12387|12505|12633|14254|14289|15357|16001|16179|16193|16706|16878|18128|18413|19303|19419|19877|20293|20296|20305|20306|20655|20963|21825|21844|22339|24136|50754|70834|107746|109700|215653|230738|384009,Adam8|Ctnnb1|Cd44|Cflar|Flt1|Fpr2|Hmgcr|Igf1r|Irak1|Il6|Ksr1|Lif|Notch1|Osm|Pxn|Rasgrp1|Rock1|Ccl12|Ccl2|Ccl6|Ccl7|Sod1|Syk|Thbs1|Tiam1|Vegfa|Zeb2|Fbxw7|Spag9|Rapgef1|Itga1|Rassf2|Zc3h12a|Glipr2,-3.3
MyList,CORUM,33,CORUM:495,"Cytochrome bc1-complex, mitochondrial",,-5.4,18,9.1,18969,10,527,5,0.95,0.42,22272|66152|66576|66594|67530,Uqcrq|Uqcr10|Uqcrh|Uqcr11|Uqcrb,-3.3
MyList,GO Biological Processes,19,GO:0104004,cellular response to environmental stimulus,,-5.4,3.1,5.6,18969,259,527,22,4.2,0.87,11652|12387|12444|12575|12925|14718|14784|16210|18538|19225|21857|22411|50754|56449|56637|57741|66915|80750|93759|98415|213990|319162,Akt2|Ctnnb1|Ccnd2|Cdkn1a|Crip1|Got1|Grb2|Impact|Pcna|Ptgs2|Timp1|Wnt11|Fbxw7|Ybx3|Gsk3b|Noc2l|Cops9|N4bp1|Sirt1|Nucks1|Agap3|H2aw,-3.3
MyList,GO Biological Processes,19,GO:0071214,cellular response to abiotic stimulus,,-5.4,3.1,5.6,18969,259,527,22,4.2,0.87,11652|12387|12444|12575|12925|14718|14784|16210|18538|19225|21857|22411|50754|56449|56637|57741|66915|80750|93759|98415|213990|319162,Akt2|Ctnnb1|Ccnd2|Cdkn1a|Crip1|Got1|Grb2|Impact|Pcna|Ptgs2|Timp1|Wnt11|Fbxw7|Ybx3|Gsk3b|Noc2l|Cops9|N4bp1|Sirt1|Nucks1|Agap3|H2aw,-3.3
MyList,GO Biological Processes,19,GO:0034504,protein localization to nucleus,,-5.4,2.9,5.5,18969,300,527,24,4.6,0.91,11652|12317|12575|13542|15516|15519|16193|16452|16798|16878|19052|19225|20963|22042|56637|67181|75751|76936|93759|108155|213990|224647|230738|320938,Akt2|Calr|Cdkn1a|Dvl1|Hsp90ab1|Hsp90aa1|Il6|Jak2|Lats1|Lif|Ppp2ca|Ptgs2|Syk|Tfrc|Gsk3b|Ctdnep1|Ipo4|Hnrnpm|Sirt1|Ogt|Agap3|Ilrun|Zc3h12a|Tnpo3,-3.3
MyList,GO Biological Processes,19,GO:0031400,negative regulation of protein modification process,,-5.4,2.4,5.3,18969,520,527,34,6.5,1.1,12387|12575|13167|13542|14586|14629|15357|15502|16001|16193|16210|16468|16798|16974|19052|19261|19877|20354|21929|26914|56637|57741|65019|66915|70834|80750|93759|108155|108954|192231|215653|230738|246198|100037258,Ctnnb1|Cdkn1a|Dbi|Dvl1|Gfra2|Gclc|Hmgcr|Dnaja1|Igf1r|Il6|Impact|Jarid2|Lats1|Lrp6|Ppp2ca|Sirpa|Rock1|Sema4d|Tnfaip3|Macroh2a1|Gsk3b|Noc2l|Rpl23|Cops9|Spag9|N4bp1|Sirt1|Ogt|Ppp1r15b|Hexim1|Rassf2|Zc3h12a|Mllt6|Dnajc3,-3.3
MyList,GO Biological Processes,19,GO:1902373,negative regulation of mRNA catabolic process,,-5.4,6.2,6.7,18969,58,527,10,1.9,0.59,15381|17164|22057|22339|56403|73158|77134|210106|214627|217980,Hnrnpc|Mapkapk2|Tob1|Vegfa|Syncrip|Larp1|Hnrnpa0|Tent4a|Tent4b|Larp4b,-3.3
MyList,GO Biological Processes,19,GO:1901653,cellular response to peptide,,-5.4,2.9,5.5,18969,301,527,24,4.6,0.91,11652|12363|12387|14289|14784|16001|16452|17250|18227|19303|19877|26379|56041|56637|65019|67972|69816|93759|98415|108155|216233|228869|231070|384783,Akt2|Casp4|Ctnnb1|Fpr2|Grb2|Igf1r|Jak2|Abcc1|Nr4a2|Pxn|Rock1|Esrra|Uso1|Gsk3b|Rpl23|Atp2b1|Mzb1|Sirt1|Nucks1|Ogt|Socs2|Ncoa5|Insig1|Irs2,-3.3
MyList,GO Biological Processes,19,GO:0043618,regulation of transcription from RNA polymerase II promoter in response to stress,,-5.4,7,6.9,18969,46,527,9,1.7,0.56,11911|13198|15251|16210|18023|18128|19664|22339|231659,Atf4|Ddit3|Hif1a|Impact|Nfe2l1|Notch1|Rbpj|Vegfa|Gcn1,-3.3
MyList,GO Biological Processes,19,GO:0002521,leukocyte differentiation,,-5.4,2.2,5.2,18969,594,527,37,7,1.1,11501|11622|12387|12505|12611|14104|15519|15902|16190|16193|16658|16848|16878|17474|18102|18472|19419|19664|19934|20351|20807|20963|21929|22042|22339|26379|27362|50754|56619|56637|57259|74126|93759|215653|216799|230738|270110,Adam8|Ahr|Ctnnb1|Cd44|Cebpg|Fasn|Hsp90aa1|Id2|Il4ra|Il6|Mafb|Lfng|Lif|Clec4d|Nme1|Pafah1b1|Rasgrp1|Rbpj|Rpl22|Sema4a|Srf|Syk|Tnfaip3|Tfrc|Vegfa|Esrra|Dnajb9|Fbxw7|Clec4e|Gsk3b|Tob2|Syvn1|Sirt1|Rassf2|Nlrp3|Zc3h12a|Irf2bp2,-3.3
MyList,WikiPathways,27,WP447,Adipogenesis genes,,-5.4,4.1,6,18969,133,527,15,2.8,0.72,11622|12387|13198|13542|13654|15251|16193|16878|17127|18413|21887|23849|59027|268903|384783,Ahr|Ctnnb1|Ddit3|Dvl1|Egr2|Hif1a|Il6|Lif|Smad3|Osm|Tle3|Klf6|Nampt|Nrip1|Irs2,-3.3
MyList,GO Biological Processes,19,GO:0050772,positive regulation of axonogenesis,,-5.3,4.6,6.1,18969,102,527,13,2.5,0.68,11951|13690|18472|18844|20354|20482|20807|21844|22339|24136|56637|67784|233489,Atp5g1|Eif4g2|Pafah1b1|Plxna1|Sema4d|Skil|Srf|Tiam1|Vegfa|Zeb2|Gsk3b|Plxnd1|Picalm,-3.2
MyList,GO Biological Processes,19,GO:0034644,cellular response to UV,,-5.3,5,6.3,18969,87,527,12,2.3,0.65,12575|12925|16210|18538|21857|50754|57741|66915|80750|93759|213990|319162,Cdkn1a|Crip1|Impact|Pcna|Timp1|Fbxw7|Noc2l|Cops9|N4bp1|Sirt1|Agap3|H2aw,-3.2
MyList,GO Biological Processes,19,GO:0022618,ribonucleoprotein complex assembly,,-5.3,3.6,5.8,18969,169,527,17,3.2,0.77,13669|15516|15519|20054|54127|67204|67671|67684|67941|67996|68011|68184|69878|75617|108013|110954|268449,Eif3a|Hsp90ab1|Hsp90aa1|Rps15|Rps28|Eif2s2|Rpl38|Luc7l3|Rps27l|Srsf6|Snrpg|Denr|Snrpf|Rps25|Celf4|Rpl10|Rpl23a,-3.2
MyList,GO Biological Processes,19,GO:1902532,negative regulation of intracellular signal transduction,,-5.3,2.4,5.2,18969,504,527,33,6.3,1.1,12282|12333|12505|13198|13449|13669|15251|15357|15502|15505|16001|16600|16878|17165|17210|18472|18626|18793|19042|19225|19261|21825|21929|56449|56637|57741|74126|93759|107746|109815|215653|216799|230738,Hyou1|Capn1|Cd44|Ddit3|Dok2|Eif3a|Hif1a|Hmgcr|Dnaja1|Hsph1|Igf1r|Klf4|Lif|Mapkapk5|Mcl1|Pafah1b1|Per1|Plaur|Ppm1a|Ptgs2|Sirpa|Thbs1|Tnfaip3|Ybx3|Gsk3b|Noc2l|Syvn1|Sirt1|Rapgef1|Selenos|Rassf2|Nlrp3|Zc3h12a,-3.2
MyList,GO Biological Processes,19,GO:1903555,regulation of tumor necrosis factor superfamily cytokine production,,-5.3,3.6,5.8,18969,170,527,17,3.2,0.77,11501|16193|16452|17164|19204|19261|19419|20128|20296|20963|21825|21929|93759|109815|214855|224647|230738,Adam8|Il6|Jak2|Mapkapk2|Ptafr|Sirpa|Rasgrp1|Trim30a|Ccl2|Syk|Thbs1|Tnfaip3|Sirt1|Selenos|Arid5a|Ilrun|Zc3h12a,-3.2
MyList,KEGG Pathway,24,mmu04151,PI3K-Akt signaling pathway,,-5.3,2.7,5.4,18969,349,527,26,4.9,0.94,11652|11911|12125|12444|12575|14254|14688|14784|15516|15519|16001|16190|16193|16402|16452|17210|18413|19052|20963|21825|22027|22339|27049|56637|109333|109700,Akt2|Atf4|Bcl2l11|Ccnd2|Cdkn1a|Flt1|Gnb1|Grb2|Hsp90ab1|Hsp90aa1|Igf1r|Il4ra|Il6|Itga5|Jak2|Mcl1|Osm|Ppp2ca|Syk|Thbs1|Hsp90b1|Vegfa|Etv3|Gsk3b|Pkn2|Itga1,-3.2
MyList,GO Biological Processes,19,GO:0048588,developmental cell growth,,-5.2,3,5.5,18969,266,527,22,4.2,0.87,11951|12387|12934|13542|13690|15516|15519|16210|18472|18844|20351|20354|20807|21844|22339|24136|56637|70834|75788|93759|110196|233489,Atp5g1|Ctnnb1|Dpysl2|Dvl1|Eif4g2|Hsp90ab1|Hsp90aa1|Impact|Pafah1b1|Plxna1|Sema4a|Sema4d|Srf|Tiam1|Vegfa|Zeb2|Gsk3b|Spag9|Smurf1|Sirt1|Fdps|Picalm,-3.2
MyList,GO Biological Processes,19,GO:0001667,ameboidal-type cell migration,,-5.2,2.5,5.2,18969,438,527,30,5.7,1,11501|12317|15251|16600|16974|18128|18472|19225|19303|19877|20351|20354|20397|20807|20971|21825|21857|21961|22339|22411|24136|50754|52014|54132|67784|93759|108911|109333|230738|384009,Adam8|Calr|Hif1a|Klf4|Lrp6|Notch1|Pafah1b1|Ptgs2|Pxn|Rock1|Sema4a|Sema4d|Sgpl1|Srf|Sdc4|Thbs1|Timp1|Tns1|Vegfa|Wnt11|Zeb2|Fbxw7|Nus1|Pdlim1|Plxnd1|Sirt1|Rcc2|Pkn2|Zc3h12a|Glipr2,-3.2
MyList,GO Biological Processes,19,GO:0071482,cellular response to light stimulus,,-5.2,4.5,6,18969,104,527,13,2.5,0.68,11652|12575|12925|16210|18538|21857|50754|57741|66915|80750|93759|213990|319162,Akt2|Cdkn1a|Crip1|Impact|Pcna|Timp1|Fbxw7|Noc2l|Cops9|N4bp1|Sirt1|Agap3|H2aw,-3.2
MyList,GO Biological Processes,19,GO:0048638,regulation of developmental growth,,-5.2,2.6,5.3,18969,395,527,28,5.3,0.98,11622|11951|12125|12575|12934|13690|16001|16468|16798|18128|18472|18712|19377|19664|20351|20354|20397|20655|20807|22339|56449|56637|70834|75788|93759|110196|216233|233489,Ahr|Atp5g1|Bcl2l11|Cdkn1a|Dpysl2|Eif4g2|Igf1r|Jarid2|Lats1|Notch1|Pafah1b1|Pim1|Rai1|Rbpj|Sema4a|Sema4d|Sgpl1|Sod1|Srf|Vegfa|Ybx3|Gsk3b|Spag9|Smurf1|Sirt1|Fdps|Socs2|Picalm,-3.2
MyList,Reactome Gene Sets,6,R-MMU-72163,mRNA Splicing - Major Pathway,,-5.2,3.6,5.7,18969,172,527,17,3.2,0.77,15381|17749|18521|21681|59013|60365|66441|66491|67996|68011|69878|76936|77134|101943|108014|228410|229279,Hnrnpc|Polr2k|Pcbp2|Alyref|Hnrnph1|Rbm8a|Magohb|Polr2l|Srsf6|Snrpg|Snrpf|Hnrnpm|Hnrnpa0|Sf3b3|Srsf9|Cstf3|Hnrnpa3,-3.2
MyList,GO Biological Processes,19,GO:0097242,amyloid-beta clearance,,-5.2,7.8,7,18969,37,527,8,1.5,0.53,13121|15357|16001|16835|19877|20288|20807|233489,Cyp51|Hmgcr|Igf1r|Ldlr|Rock1|Msr1|Srf|Picalm,-3.2
MyList,GO Biological Processes,19,GO:0032446,protein modification by small protein conjugation,,-5.2,2.1,5,18969,677,527,40,7.6,1.2,12387|13654|14629|14828|15251|15502|15516|15519|18023|19647|20128|20439|21929|22201|23806|29864|30877|50754|54473|54483|65019|66743|66915|70093|70208|74126|75234|75788|77853|77891|78294|80750|93759|105689|108155|109910|212123|217069|217218|672511,Ctnnb1|Egr2|Gclc|Hspa5|Hif1a|Dnaja1|Hsp90ab1|Hsp90aa1|Nfe2l1|Rbbp6|Trim30a|Siah2|Tnfaip3|Uba1|Arih1|Rnf11|Gnl3|Fbxw7|Tollip|Mefv|Rpl23|Rnf220|Cops9|Ube2q1|Med23|Syvn1|Rnf19b|Smurf1|Msl2|Ube2s|Rps27a|N4bp1|Sirt1|Mycbp2|Ogt|Zfp91|Dcaf15|Trim25|Atxn7l3|Rnf213,-3.1
MyList,GO Biological Processes,19,GO:0006122,"mitochondrial electron transport, ubiquinol to cytochrome c",,-5.2,16,8.6,18969,11,527,5,0.95,0.42,13063|22272|66152|66576|67530,Cycs|Uqcrq|Uqcr10|Uqcrh|Uqcrb,-3.1
MyList,GO Biological Processes,19,GO:1902175,regulation of oxidative stress-induced intrinsic apoptotic signaling pathway,,-5.2,9.3,7.3,18969,27,527,7,1.3,0.5,15251|15505|17210|20655|50754|71514|93759,Hif1a|Hsph1|Mcl1|Sod1|Fbxw7|Sfpq|Sirt1,-3.1
MyList,GO Biological Processes,19,GO:0071216,cellular response to biotic stimulus,,-5.1,3.1,5.5,18969,230,527,20,3.8,0.83,12125|12519|13198|14828|16179|16193|16452|19261|19704|20293|20296|20963|21929|56637|108155|108954|109815|214855|216799|230738,Bcl2l11|Cd80|Ddit3|Hspa5|Irak1|Il6|Jak2|Sirpa|Upf1|Ccl12|Ccl2|Syk|Tnfaip3|Gsk3b|Ogt|Ppp1r15b|Selenos|Arid5a|Nlrp3|Zc3h12a,-3.1
MyList,GO Biological Processes,19,GO:0052547,regulation of peptidase activity,,-5.1,2.5,5.2,18969,420,527,29,5.5,0.99,11652|12125|12363|12505|12633|12995|13063|16193|16452|16600|17127|18550|18793|19052|19225|20439|20963|21825|21857|22339|54483|67941|74754|93759|110651|216799|223752|224105|233489,Akt2|Bcl2l11|Casp4|Cd44|Cflar|Csnk2a1|Cycs|Il6|Jak2|Klf4|Smad3|Furin|Plaur|Ppp2ca|Ptgs2|Siah2|Syk|Thbs1|Timp1|Vegfa|Mefv|Rps27l|Dhcr24|Sirt1|Rps6ka3|Nlrp3|Gramd4|Pak2|Picalm,-3.1
MyList,KEGG Pathway,24,mmu05205,Proteoglycans in cancer,,-5.1,3.2,5.5,18969,211,527,19,3.6,0.81,11652|12387|12505|12575|14104|14784|15251|16001|16402|18793|19303|19877|20971|21825|21844|22325|22339|22411|27049,Akt2|Ctnnb1|Cd44|Cdkn1a|Fasn|Grb2|Hif1a|Igf1r|Itga5|Plaur|Pxn|Rock1|Sdc4|Thbs1|Tiam1|Vav2|Vegfa|Wnt11|Etv3,-3.1
